name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White population,Black population,American Indian population,Asian population,Hispanic or Latino population,High school or higher,Graduate or professional degree,Unemployed,average_price,review_count_binned
Maggiano's Little Italy,40.73493679999999,-73.61524240000001,11530,Garden City,NY,$$,4.0,400,"bars,italian",1,Full Bar,0,Private Lot,1,1,0,"Casual, Classy",Casual,2,5.0,2.0,4.0,15.0,7.0,11.0,1.0,2.0,0.8380728066225624,0.014720653943403415,0.00020782099684804822,0.03494856430328011,0.04679436112361886,0.991,0.33299999999999996,0.039,20,Meadium to Large Reviews
La Baraka Restaurant,40.77235,-73.73442,11362,Little Neck,NY,$$$,4.5,127,"french,african",1,Full Bar,0,Private Lot,1,1,0,Intimate,Casual,4,14.0,6.0,2.0,19.0,17.0,4.0,4.0,19.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,45,Small No Reviews
Two Lizards Mexican Bar & Grill,40.768857000000004,-73.955524,10021,New York,NY,$$,3.5,405,"mexican,bars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,56.0,14.0,50.0,60.0,33.0,38.0,30.0,49.0,0.7972772816379874,0.01576998475277717,0.0005227619255064256,0.06896101067305598,0.051078196471357,1.01,0.431,0.02,20,Meadium to Large Reviews
Bella Blu,40.769207,-73.96279100000001,10021,New York,NY,$$$,3.5,201,italian,1,Full Bar,1,Street,1,1,0,Classy,Casual,2,41.0,16.0,24.0,60.0,38.0,34.0,36.0,45.0,0.7972772816379874,0.01576998475277717,0.0005227619255064256,0.06896101067305598,0.051078196471357,1.01,0.431,0.02,45,Medium No Reviews
Joanne Trattoria,40.77447,-73.98034,10023,New York,NY,$$,3.5,390,"italian,comfortfood,bars",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,32.0,15.0,33.0,41.0,41.0,28.0,37.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,20,Meadium to Large Reviews
Sugar Factory,40.77514,-73.98235,10023,New York,NY,$$$,3.0,312,"bars,tradamerican,candy",1,Full Bar,0,Street,1,1,0,"Casual, Touristy, Trendy",Casual,4,34.0,15.0,34.0,47.0,50.0,34.0,39.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,45,Meadium to Large Reviews
Jean Claude 2,40.76800537,-73.95928955,10021,New York,NY,$$,4.0,104,french,1,Beer & Wine Only,0,Street,1,1,0,Intimate,Casual,2,60.0,19.0,43.0,60.0,38.0,44.0,38.0,52.0,0.7972772816379874,0.01576998475277717,0.0005227619255064256,0.06896101067305598,0.051078196471357,1.01,0.431,0.02,20,Small No Reviews
Tavern on the Green,40.772194,-73.9776,10023,New York,NY,$$$,3.5,1114,"newamerican,cocktailbars",1,Full Bar,1,"Street, Validated",0,1,0,Classy,Casual,2,11.0,6.0,19.0,9.0,29.0,15.0,11.0,20.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,45,Very Popular Resturant
Boulud Sud,40.77186142,-73.98162561,10023,New York,NY,$$$,4.0,653,mediterranean,1,Full Bar,1,Street,0,1,0,"Classy, Upscale",Dressy,2,22.0,11.0,39.0,28.0,38.0,27.0,28.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,45,large Number of Reviews
Bar Boulud,40.77184436,-73.98188089,10023,New York,NY,$$$,3.5,786,"french,wine_bars",1,Full Bar,1,Street,0,1,0,Classy,Casual,2,25.0,11.0,41.0,29.0,37.0,27.0,28.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,45,large Number of Reviews
Cafe Fiorello,40.77137478,-73.98198053,10023,New York,NY,$$$,3.5,660,"italian,pizza,tradamerican",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,31.0,11.0,44.0,41.0,41.0,33.0,29.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,45,large Number of Reviews
Daniel,40.76677368,-73.967607,10065,New York,NY,$$$$,4.5,1432,"french,tradamerican,cocktailbars",1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Formal (Jacket Required),4,38.0,22.0,37.0,60.0,42.0,26.0,28.0,42.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,60,Very Popular Resturant
PJ Clarke's,40.771524600000006,-73.98275156,10023,New York,NY,$$,3.0,713,"pubs,burgers,tradamerican",1,Full Bar,0,Street,1,1,0,Casual,Casual,3,29.0,12.0,43.0,42.0,41.0,35.0,30.0,60.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,20,large Number of Reviews
Don Coqui,40.76812207,-73.92071464,11102,Astoria,NY,$$,3.0,1241,"latin,bars",1,Full Bar,0,"Valet, Street",1,1,0,Trendy,Dressy,4,24.0,9.0,17.0,43.0,20.0,21.0,9.0,21.0,0.4263597593036163,0.08479873809662908,0.002073961558684349,0.1512531401530642,0.3022141730443419,0.8320000000000001,0.15,0.055,20,Very Popular Resturant
Barbaresco Restaurant,40.765390000000004,-73.96556,10065,New York,NY,$$,3.5,80,italian,1,Full Bar,0,Street,1,1,0,Romantic,Casual,2,55.0,33.0,38.0,60.0,42.0,33.0,40.0,55.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,20,Small No Reviews
Silver Star Resturant,40.76417,-73.9615199,10021,New York,NY,$$,3.5,12,newamerican,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,48.0,19.0,33.0,60.0,36.0,39.0,30.0,42.0,0.7972772816379874,0.01576998475277717,0.0005227619255064256,0.06896101067305598,0.051078196471357,1.01,0.431,0.02,20,Small No Reviews
Tony's Di Napoli,40.76435,-73.96408000000001,10065,New York,NY,$$,4.0,551,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,52.0,29.0,47.0,60.0,36.0,37.0,37.0,45.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,20,Meadium to Large Reviews
Vaucluse,40.76515,-73.96758,10065,New York,NY,$$$$,4.0,194,"french,venues",1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Dressy,2,60.0,47.0,47.0,60.0,49.0,35.0,44.0,43.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,60,Medium No Reviews
Jean-Georges,40.76911227,-73.98142907,10023,New York,NY,$$$$,4.5,1735,"french,newamerican,asianfusion",1,Full Bar,0,Street,1,1,0,"Classy, Upscale",Dressy,2,44.0,20.0,60.0,58.0,46.0,42.0,35.0,56.0,0.7614431439220558,0.04126070751324135,0.0010462303014451056,0.08878244948669325,0.0834859085856274,0.997,0.502,0.033,60,Very Popular Resturant
Tavern62 By David Burke,40.76447,-73.96708000000001,10065,New York,NY,$$$,4.0,117,"steak,tradamerican,seafood",1,Full Bar,0,Street,0,1,0,"Trendy, Intimate, Classy, Upscale",Casual,3,60.0,59.0,55.0,60.0,54.0,36.0,52.0,45.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,45,Small No Reviews
Porter House Bar and Grill,40.76892302,-73.98263097,10019,New York,NY,$$$$,3.5,548,"newamerican,bars",1,Beer & Wine Only,0,Street,0,1,0,Upscale,Dressy,2,56.0,23.0,60.0,60.0,44.0,39.0,40.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,60,Meadium to Large Reviews
Landmarc at the Time Warner Center,40.768939,-73.98276,10019,New York,NY,$$$,3.5,1013,"breakfast_brunch,newamerican,bars",1,Full Bar,0,Garage,1,1,0,Casual,Casual,2,54.0,22.0,60.0,60.0,45.0,39.0,39.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,Very Popular Resturant
Off The Hook Raw Bar & Grill,40.767167,-73.918014,11103,Astoria,NY,$$,4.0,353,"seafood,cocktailbars",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,32.0,13.0,32.0,59.0,24.0,27.0,14.0,20.0,0.5517022679993911,0.015119995940940687,0.0015728854837891318,0.1388451976254503,0.2430869146075397,0.866,0.182,0.052000000000000005,20,Meadium to Large Reviews
Freds Madison Avenue,40.76473009,-73.97115372,10065,New York,NY,$$$,3.0,201,"newamerican,breakfast_brunch",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,59.0,46.0,40.0,37.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,45,Medium No Reviews
August,40.763659999999994,-73.96682,10065,New York,NY,$$$,3.5,137,"tradamerican,cocktailbars",1,Full Bar,0,Street,0,1,0,Casual,Casual,2,60.0,60.0,59.0,60.0,51.0,42.0,60.0,42.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,45,Small No Reviews
Angkor Cambodian Bistro,40.76226044,-73.95914459,10065,New York,NY,$$,4.5,213,"cambodian,salad,seafood",1,Beer & Wine Only,1,Street,1,1,0,"Intimate, Romantic",Casual,2,32.0,9.0,21.0,43.0,28.0,26.0,11.0,36.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,20,Medium No Reviews
Il Mulino New York - Uptown,40.764144,-73.97019499999999,10021,New York,NY,$$$$,3.5,165,italian,1,Full Bar,1,Street,1,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,60.0,60.0,54.0,41.0,41.0,0.7972772816379874,0.01576998475277717,0.0005227619255064256,0.06896101067305598,0.051078196471357,1.01,0.431,0.02,60,Medium No Reviews
Per Se,40.76815289,-73.98276296,10019,New York,NY,$$$$,4.5,1441,french,1,Full Bar,0,Garage,0,1,0,"Classy, Upscale",Formal (Jacket Required),4,58.0,23.0,60.0,60.0,42.0,44.0,45.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,60,Very Popular Resturant
Marea,40.76742137,-73.98105544,10019,New York,NY,$$$$,4.0,1799,"italian,seafood,wine_bars",1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Dressy,2,60.0,26.0,60.0,60.0,43.0,53.0,45.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,60,Very Popular Resturant
Scalinatella Restaurant,40.76278232,-73.96548294,10065,New York,NY,$$$$,4.0,230,italian,1,Full Bar,0,Street,0,1,0,Romantic,Dressy,2,60.0,48.0,60.0,60.0,43.0,45.0,60.0,37.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,60,Medium No Reviews
Blue Ribbon Sushi Bar & Grill - New York,40.767494799999994,-73.98319789,10019,New York,NY,$$$,4.0,679,"sushi,japanese,cocktailbars",1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,60.0,26.0,60.0,60.0,42.0,54.0,45.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,large Number of Reviews
Quality Meats,40.764958,-73.976206,10019,New York,NY,$$$$,4.0,1767,"seafood,steak",1,Full Bar,0,Street,0,1,0,Classy,Dressy,2,60.0,49.0,60.0,60.0,56.0,56.0,30.0,43.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,60,Very Popular Resturant
Ravagh Persian Grill,40.76180254,-73.96055255,10065,New York,NY,$$,4.0,221,"persian,mediterranean",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,48.0,15.0,31.0,60.0,36.0,22.0,26.0,30.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,20,Medium No Reviews
PJ Carneys,40.765880100000004,-73.9799718,10019,New York,NY,$$,3.5,124,"pubs,soup,tradamerican",1,Full Bar,0,Street,1,0,0,Casual,Casual,3,60.0,39.0,60.0,60.0,40.0,60.0,50.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,Small No Reviews
Casablanca Grill,40.76153,-73.96021,10065,New York,NY,$,3.5,85,"mediterranean,mideastern",1,No,0,Street,1,0,0,Casual,Casual,4,41.0,11.0,30.0,59.0,32.0,22.0,24.0,30.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,10,Small No Reviews
Anatolia Mediterranean Cuisine,40.76146,-73.96029,10065,New York,NY,$$,3.5,168,"mediterranean,turkish",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,40.0,11.0,30.0,60.0,33.0,22.0,24.0,29.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,20,Medium No Reviews
Son Cubano,40.78140258,-74.00570869,07093,West New York,NJ,$$$,3.0,806,"cuban,lounges,cocktailbars",1,Full Bar,1,"Valet, Garage, Street, Private Lot",1,1,0,Trendy,Dressy,2,1.0,6.0,1.0,1.0,12.0,1.0,1.0,3.0,0.14153310855541698,0.018521084476467598,0.0008005788801133127,0.0570720367034625,0.7090819515649778,0.741,0.09699999999999999,0.078,45,large Number of Reviews
Ousia,40.77079466,-73.99243345,10019,New York,NY,$$$,4.0,146,"mediterranean,greek",1,Full Bar,0,"Garage, Validated",1,1,0,Classy,Casual,2,18.0,1.0,9.0,12.0,22.0,10.0,13.0,28.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,Small No Reviews
Sal's Pizzeria,40.79046468,-74.01519175,07093,West New York,NJ,$,4.0,159,"pizza,italian,sandwiches",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,16.0,6.0,4.0,41.0,17.0,5.0,5.0,11.0,0.14153310855541698,0.018521084476467598,0.0008005788801133127,0.0570720367034625,0.7090819515649778,0.741,0.09699999999999999,0.078,10,Medium No Reviews
Quality Italian,40.76440445,-73.97678051,10019,New York,NY,$$$,4.0,858,"italian,steak",1,Full Bar,0,Street,0,1,0,Classy,Dressy,2,60.0,60.0,60.0,60.0,60.0,60.0,33.0,44.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,large Number of Reviews
Redeye Grill,40.76522582,-73.98066491,10106,New York,NY,$$$,3.5,503,"newamerican,seafood",1,Full Bar,1,Street,1,1,0,Classy,Casual,2,60.0,43.0,60.0,60.0,42.0,60.0,52.0,60.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,45,Meadium to Large Reviews
Brasserie 8 1/2,40.7638,-73.97518000000001,10019,New York,NY,$$$,3.5,399,"newamerican,french",1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,60.0,60.0,60.0,34.0,48.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,Meadium to Large Reviews
Rue 57,40.76402853,-73.97703784,10019,New York,NY,$$$,3.5,989,"french,sushi,asianfusion",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,35.0,48.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,large Number of Reviews
BG Restaurant,40.76339,-73.97404,10019,New York,NY,$$$,4.0,319,"newamerican,tea",1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,60.0,60.0,60.0,39.0,48.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,45,Meadium to Large Reviews
Mamasita Bar & Grill,40.76733,-73.98945,10019,New York,NY,$$,4.0,725,"mexican,bars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,33.0,5.0,60.0,46.0,32.0,19.0,22.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,large Number of Reviews
LAVO Italian Restaurant,40.76283,-73.9713,10022,New York,NY,$$$,3.0,729,italian,1,Full Bar,1,Street,1,1,0,Trendy,Dressy,4,60.0,60.0,60.0,60.0,60.0,60.0,56.0,45.0,0.8542481105029971,0.017885066458170444,0.0005863956215793589,0.09281339588219964,0.05632655720615064,1.005,0.40399999999999997,0.031,45,large Number of Reviews
Bocca di Bacco Hell's Kitchen,40.766216799999995,-73.9867943,10019,New York,NY,$$,3.5,588,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,28.0,60.0,60.0,34.0,51.0,36.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,Meadium to Large Reviews
Serafina Osteria,40.76273,-73.97155,10022,New York,NY,$$,3.5,109,"italian,wine_bars,beerbar",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,60.0,60.0,51.0,46.0,0.8542481105029971,0.017885066458170444,0.0005863956215793589,0.09281339588219964,0.05632655720615064,1.005,0.40399999999999997,0.031,20,Small No Reviews
El Centro,40.766020000000005,-73.98688,10019,New York,NY,$$,4.0,769,"mexican,bars",1,Full Bar,1,Street,1,0,0,Casual,Casual,3,60.0,28.0,60.0,60.0,34.0,52.0,34.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,large Number of Reviews
Pazza Notte,40.763509899999995,-73.97800000000001,10019,New York,NY,$$,3.5,623,"italian,lounges,cocktailbars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,58.0,60.0,37.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,large Number of Reviews
Serafina Broadway,40.7645,-73.9819,10019,New York,NY,$$,3.0,515,"italian,pizza",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,59.0,60.0,60.0,49.0,60.0,49.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,Meadium to Large Reviews
Tanner Smiths,40.76442,-73.98169,10019,New York,NY,$$,4.0,1234,"cocktailbars,newamerican,speakeasies",1,Full Bar,0,Street,0,1,0,"Casual, Trendy",Casual,2,60.0,60.0,60.0,60.0,48.0,60.0,49.0,60.0,0.6459534326570338,0.049586983104988644,0.0012727408849292506,0.17733522996680892,0.167577549849018,0.966,0.348,0.042,20,Very Popular Resturant
Serendipity 3,40.761851,-73.9649001,10022,New York,NY,$$,3.0,3624,"desserts,newamerican",1,No,0,Street,1,1,0,Touristy,Casual,2,60.0,47.0,59.0,60.0,41.0,41.0,60.0,34.0,0.8542481105029971,0.017885066458170444,0.0005863956215793589,0.09281339588219964,0.05632655720615064,1.005,0.40399999999999997,0.031,20,Very Popular Resturant
Canaletto,40.76174,-73.96569000000001,10022,New York,NY,$$$,4.0,54,italian,1,Full Bar,0,Street,0,1,0,"Romantic, Classy",Casual,2,60.0,60.0,60.0,60.0,46.0,45.0,60.0,43.0,0.8542481105029971,0.017885066458170444,0.0005863956215793589,0.09281339588219964,0.05632655720615064,1.005,0.40399999999999997,0.031,45,Small No Reviews
Christo's Steak House,40.770312,-73.9073979,11105,Astoria,NY,$$$,4.0,330,"steak,greek",1,Full Bar,1,"Valet, Street",1,1,0,Classy,Casual,2,11.0,2.0,19.0,17.0,27.0,20.0,10.0,8.0,0.6257830879437498,0.017419576537760037,0.0010309005841769977,0.10745156088921784,0.1905844413311834,0.866,0.16399999999999998,0.049,45,Meadium to Large Reviews
Ovelia,40.765901,-73.918718,11103,Astoria,NY,$$,4.0,656,"greek,mediterranean",1,Full Bar,1,Street,1,1,0,"Casual, Trendy",Casual,2,32.0,13.0,32.0,60.0,21.0,28.0,14.0,24.0,0.5517022679993911,0.015119995940940687,0.0015728854837891318,0.1388451976254503,0.2430869146075397,0.866,0.182,0.052000000000000005,20,large Number of Reviews
Layali Beirut Cafe Restaurant,40.76658,-73.9131,11102,Astoria,NY,$$,3.5,96,"hookah_bars,halal,lebanese",0,No,1,Street,0,1,0,Casual,Casual,2,21.0,5.0,30.0,46.0,23.0,26.0,13.0,12.0,0.4263597593036163,0.08479873809662908,0.002073961558684349,0.1512531401530642,0.3022141730443419,0.8320000000000001,0.15,0.055,20,Small No Reviews
Loukoumi Taverna,40.770790000000005,-73.90268,11105,Astoria,NY,$$,4.5,358,"greek,mediterranean",1,Full Bar,1,"Valet, Street",1,1,0,Casual,Casual,2,8.0,3.0,7.0,10.0,22.0,9.0,5.0,9.0,0.6257830879437498,0.017419576537760037,0.0010309005841769977,0.10745156088921784,0.1905844413311834,0.866,0.16399999999999998,0.049,20,Meadium to Large Reviews
Trading Post,40.7059604,-74.0041871,10038,New York,NY,$$,4.0,340,"tradamerican,bars,seafood",1,Full Bar,1,Street,1,1,0,Classy,Casual,2,58.0,40.0,37.0,32.0,24.0,51.0,14.0,39.0,0.40908086122286574,0.05866749193156196,0.0011052654847694416,0.26689950926212475,0.13829081745435254,0.855,0.258,0.046,20,Meadium to Large Reviews
MarkJoseph Steakhouse,40.708346999999996,-74.001492,10038,New York,NY,$$$$,4.0,353,steak,1,Full Bar,0,Street,1,1,0,Upscale,Casual,2,27.0,8.0,21.0,15.0,23.0,24.0,7.0,36.0,0.40908086122286574,0.05866749193156196,0.0011052654847694416,0.26689950926212475,0.13829081745435254,0.855,0.258,0.046,60,Meadium to Large Reviews
Harry's Italian,40.70755532,-74.00689817,10038,New York,NY,$$,3.5,528,"pizza,italian,breakfast_brunch",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,60.0,60.0,60.0,50.0,60.0,36.0,60.0,0.40908086122286574,0.05866749193156196,0.0011052654847694416,0.26689950926212475,0.13829081745435254,0.855,0.258,0.046,20,Meadium to Large Reviews
The Capital Grille,40.7078814,-74.01020267,10271,New York,NY,$$$,4.0,495,"seafood,steak,wine_bars",1,Full Bar,0,Garage,0,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,60.0,47.0,60.0,42.0,60.0,0.4793303345159655,0.037569690826153065,0.0016472377090724784,0.09414597060314242,0.12385960466294982,0.941,0.22399999999999998,0.048,45,Meadium to Large Reviews
Da Claudio,40.71087,-74.00753,10038,New York,NY,$$,4.5,343,"italian,cocktailbars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,60.0,60.0,50.0,60.0,50.0,60.0,44.0,60.0,0.40908086122286574,0.05866749193156196,0.0011052654847694416,0.26689950926212475,0.13829081745435254,0.855,0.258,0.046,20,Meadium to Large Reviews
Harry's,40.704512,-74.009834,10004,New York,NY,$$$,4.0,596,"steak,cafes,bars",1,Full Bar,0,Street,1,1,0,Classy,Casual,2,60.0,60.0,60.0,40.0,44.0,60.0,29.0,60.0,0.6588921282798834,0.027858762552640103,0.0012957563977972141,0.2115322319403952,0.061224489795918366,1.015,0.41200000000000003,0.042,45,Meadium to Large Reviews
Blue Bar At India House,40.704621,-74.009757,10004,New York,NY,$$,4.0,23,lounges,1,Full Bar,0,"Garage, Street",1,0,0,Intimate,Casual,4,60.0,60.0,60.0,46.0,45.0,60.0,29.0,60.0,0.6588921282798834,0.027858762552640103,0.0012957563977972141,0.2115322319403952,0.061224489795918366,1.015,0.41200000000000003,0.042,20,Small No Reviews
Stone Street Tavern,40.7043685,-74.01020072,10004,New York,NY,$$,3.5,379,pubs,1,Full Bar,1,Garage,1,1,0,Casual,Casual,2,60.0,60.0,60.0,39.0,43.0,60.0,28.0,60.0,0.6588921282798834,0.027858762552640103,0.0012957563977972141,0.2115322319403952,0.061224489795918366,1.015,0.41200000000000003,0.042,20,Meadium to Large Reviews
