,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
179,14068,7243,6252,228,6,495,0,4,72,93,93.9%,,27.4%,2.5%,19.5 minutes,25.4%,53.0%,1.0%,11.5%,9.1%
180,14094,50172,45215,2476,188,342,12,36,1108,1289,92.0%,,10.1%,5.2%,23.1 minutes,31.6%,48.6%,1.4%,6.2%,12.3%
181,14120,45507,42913,452,154,400,12,24,440,705,93.4%,,12.3%,5.3%,21.8 minutes,30.6%,51.1%,1.6%,6.8%,9.9%
182,14150,41684,38787,816,130,518,2,22,433,968,94.0%,,11.8%,2.8%,19.8 minutes,31.1%,47.0%,1.4%,9.2%,11.4%
183,14215,40023,5425,31719,90,559,18,59,800,1329,86.3%,,7.4%,10.0%,21.4 minutes,54.4%,26.0%,3.3%,5.8%,10.6%
184,14216,22489,16313,3481,153,322,11,26,556,1569,90.6%,,17.8%,4.5%,21.0 minutes,46.5%,35.4%,1.5%,5.1%,11.5%
185,14217,23142,21443,615,108,240,1,27,327,719,94.1%,,17.6%,2.9%,20.2 minutes,32.3%,46.0%,1.6%,7.4%,12.6%
186,14221,55386,46577,1654,66,3534,15,50,639,1020,97.2%,,28.7%,2.2%,20.2 minutes,26.1%,54.2%,0.9%,9.1%,9.6%
187,14225,33750,28745,2796,67,476,3,37,496,765,91.6%,,9.0%,5.4%,19.0 minutes,37.5%,41.3%,1.3%,7.5%,12.3%
188,14226,29835,23445,2519,50,1935,4,35,539,740,96.8%,,31.3%,3.2%,17.5 minutes,35.8%,48.4%,2.0%,4.5%,9.4%
189,14228,21841,16179,1682,52,1885,3,24,455,577,96.4%,,22.9%,3.7%,19.9 minutes,43.4%,41.2%,1.3%,5.6%,8.5%
190,14304,29830,27404,1043,398,432,1,51,526,534,91.3%,,9.6%,4.9%,18.7 minutes,30.7%,46.8%,2.1%,8.1%,12.3%
191,15017,16731,14844,482,7,521,0,20,192,147,95.0%,,13.9%,3.7%,25.3 minutes,27.0%,50.4%,1.5%,9.5%,11.5%
192,15044,28417,25810,185,23,520,2,23,196,290,98.3%,,22.6%,2.8%,29.3 minutes,20.1%,64.5%,1.2%,7.6%,6.5%
193,15051,380,444,9,1,0,0,0,1,6,86.7%,,15.9%,11.3%,27.8 minutes,24.9%,52.2%,0.0%,12.1%,10.8%
194,15090,24152,18804,315,32,1337,10,38,238,428,100.8%,,32.9%,3.6%,28.2 minutes,20.8%,67.3%,0.8%,4.6%,6.5%
195,15106,19575,16826,878,16,248,6,18,304,240,95.6%,,9.7%,5.0%,25.2 minutes,34.3%,42.6%,1.6%,8.6%,13.0%
196,15120,18757,14633,3369,18,218,3,34,377,279,92.9%,,9.1%,5.1%,26.3 minutes,39.6%,39.7%,1.4%,9.0%,10.3%
197,15131,8383,7681,277,7,77,6,6,114,72,95.1%,,8.6%,3.7%,27.9 minutes,22.8%,54.9%,0.9%,10.4%,10.9%
198,15146,28643,22286,3286,38,1660,11,44,573,425,95.9%,,15.4%,3.6%,29.1 minutes,31.1%,49.4%,1.5%,8.8%,9.2%
199,15201,12988,8595,3320,24,212,1,52,268,241,93.7%,,19.4%,4.3%,23.6 minutes,50.1%,33.7%,1.3%,5.4%,9.4%
200,15202,19631,17391,1364,24,185,3,39,398,281,95.2%,,13.6%,4.2%,27.1 minutes,35.7%,43.8%,2.2%,6.2%,12.1%
201,15203,10158,9066,325,9,172,7,17,129,224,95.8%,,24.4%,3.4%,23.1 minutes,66.1%,21.1%,1.2%,6.1%,5.5%
202,15205,22736,18484,1949,23,574,4,34,446,351,94.1%,,9.6%,3.0%,26.6 minutes,37.7%,44.5%,2.1%,6.2%,9.6%
203,15206,29369,12867,13083,61,1184,15,61,679,665,93.9%,,25.7%,6.3%,25.5 minutes,47.4%,32.2%,3.0%,7.2%,10.3%
204,15208,10451,2979,6739,29,151,0,33,263,212,92.0%,,25.2%,8.6%,23.1 minutes,45.4%,34.2%,1.4%,9.1%,9.8%
205,15210,27099,16961,7427,60,216,4,53,786,447,87.9%,,5.5%,9.5%,28.5 minutes,45.2%,34.4%,3.2%,6.5%,10.8%
206,15211,11141,9623,938,9,111,1,17,215,167,95.4%,,14.6%,4.8%,25.4 minutes,52.1%,30.6%,2.0%,5.6%,9.7%
207,15213,28105,20536,3939,60,4541,13,119,706,930,94.7%,,35.7%,7.2%,17.8 minutes,83.0%,11.2%,0.4%,2.6%,2.8%
208,15215,12566,11417,308,8,436,1,11,181,253,94.9%,,27.0%,5.4%,24.3 minutes,30.6%,49.5%,1.2%,6.1%,12.7%
209,15216,23217,20527,1203,16,394,4,52,370,784,95.0%,,16.4%,4.0%,26.5 minutes,39.7%,41.5%,2.2%,6.1%,10.6%
210,15219,16239,6156,9750,32,178,2,23,250,305,85.9%,,8.7%,12.2%,20.9 minutes,69.3%,14.9%,3.1%,4.5%,8.2%
211,15222,4256,2427,502,8,147,1,26,79,104,100.8%,,44.6%,3.9%,18.2 minutes,59.5%,28.1%,0.7%,2.0%,9.6%
212,15224,10945,6778,2521,10,387,2,44,190,209,94.6%,,18.7%,5.1%,25.1 minutes,57.8%,25.5%,1.9%,6.6%,8.2%
213,15228,18395,16102,208,8,699,3,17,240,318,100.1%,,37.1%,2.5%,28.0 minutes,27.4%,59.2%,1.5%,5.5%,6.4%
214,15232,11858,8372,677,7,1727,4,38,174,375,100.2%,,46.8%,2.3%,22.4 minutes,64.2%,28.6%,0.6%,2.9%,3.8%
215,15233,4469,1563,2606,10,24,1,9,63,175,87.6%,,5.7%,7.1%,23.4 minutes,59.2%,18.4%,4.7%,2.4%,15.3%
216,15234,13676,13206,240,1,277,0,8,155,169,94.6%,,10.1%,3.5%,30.2 minutes,31.7%,49.3%,1.5%,7.7%,9.8%
217,15236,29916,27621,1172,19,290,8,14,308,292,96.3%,,13.0%,4.6%,31.5 minutes,27.1%,55.7%,0.7%,9.2%,7.4%
218,15237,43262,38486,698,22,1797,9,42,384,457,96.6%,,23.2%,3.1%,25.9 minutes,27.0%,56.9%,1.0%,7.9%,7.3%
219,15238,13520,11921,130,8,769,4,15,153,162,97.8%,,39.0%,4.7%,25.9 minutes,21.5%,63.2%,1.4%,6.7%,7.2%
