,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
149,91325,61898,61898,61898,61898,61898,61898,61898,61898,61898,000000000061898,00000000061898,0000061898,000000000061898,0061898 minutes,000000000061898,000000000061898,000000000061898,000000000061898,000000000061898
150,91326,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
151,91335,6158,6158,6158,6158,6158,6158,6158,6158,6158,00000000006158,0000000006158,000006158,00000000006158,006158 minutes,00000000006158,00000000006158,00000000006158,00000000006158,00000000006158
152,91340,6140,6140,6140,6140,6140,6140,6140,6140,6140,00000000006140,0000000006140,000006140,00000000006140,006140 minutes,00000000006140,00000000006140,00000000006140,00000000006140,00000000006140
153,91342,61400,61400,61400,61400,61400,61400,61400,61400,61400,000000000061400,00000000061400,0000061400,000000000061400,0061400 minutes,000000000061400,000000000061400,000000000061400,000000000061400,000000000061400
154,91343,61908,61908,61908,61908,61908,61908,61908,61908,61908,000000000061908,00000000061908,0000061908,000000000061908,0061908 minutes,000000000061908,000000000061908,000000000061908,000000000061908,000000000061908
155,91344,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
156,91345,61978,61978,61978,61978,61978,61978,61978,61978,61978,000000000061978,00000000061978,0000061978,000000000061978,0061978 minutes,000000000061978,000000000061978,000000000061978,000000000061978,000000000061978
157,91350,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
158,91351,58160,58160,58160,58160,58160,58160,58160,58160,58160,000000000058160,00000000058160,0000058160,000000000058160,0058160 minutes,000000000058160,000000000058160,000000000058160,000000000058160,000000000058160
159,91352,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
160,91355,58518,58518,58518,58518,58518,58518,58518,58518,58518,000000000058518,00000000058518,0000058518,000000000058518,0058518 minutes,000000000058518,000000000058518,000000000058518,000000000058518,000000000058518
161,91356,5840,5840,5840,5840,5840,5840,5840,5840,5840,00000000005840,0000000005840,000005840,00000000005840,005840 minutes,00000000005840,00000000005840,00000000005840,00000000005840,00000000005840
162,91362,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
163,91364,6150,6150,6150,6150,6150,6150,6150,6150,6150,00000000006150,0000000006150,000006150,00000000006150,006150 minutes,00000000006150,00000000006150,00000000006150,00000000006150,00000000006150
164,91367,61518,61518,61518,61518,61518,61518,61518,61518,61518,000000000061518,00000000061518,0000061518,000000000061518,0061518 minutes,000000000061518,000000000061518,000000000061518,000000000061518,000000000061518
165,91381,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
166,91387,61630,61630,61630,61630,61630,61630,61630,61630,61630,000000000061630,00000000061630,0000061630,000000000061630,0061630 minutes,000000000061630,000000000061630,000000000061630,000000000061630,000000000061630
167,91401,61898,61898,61898,61898,61898,61898,61898,61898,61898,000000000061898,00000000061898,0000061898,000000000061898,0061898 minutes,000000000061898,000000000061898,000000000061898,000000000061898,000000000061898
168,91402,6180,6180,6180,6180,6180,6180,6180,6180,6180,00000000006180,0000000006180,000006180,00000000006180,006180 minutes,00000000006180,00000000006180,00000000006180,00000000006180,00000000006180
169,91403,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
170,91405,6140,6140,6140,6140,6140,6140,6140,6140,6140,00000000006140,0000000006140,000006140,00000000006140,006140 minutes,00000000006140,00000000006140,00000000006140,00000000006140,00000000006140
171,91406,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
172,91411,61780,61780,61780,61780,61780,61780,61780,61780,61780,000000000061780,00000000061780,0000061780,000000000061780,0061780 minutes,000000000061780,000000000061780,000000000061780,000000000061780,000000000061780
173,91423,6190,6190,6190,6190,6190,6190,6190,6190,6190,00000000006190,0000000006190,000006190,00000000006190,006190 minutes,00000000006190,00000000006190,00000000006190,00000000006190,00000000006190
174,91436,5840,5840,5840,5840,5840,5840,5840,5840,5840,00000000005840,0000000005840,000005840,00000000005840,005840 minutes,00000000005840,00000000005840,00000000005840,00000000005840,00000000005840
175,91501,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
176,91502,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
177,91504,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
178,91505,58588,58588,58588,58588,58588,58588,58588,58588,58588,000000000058588,00000000058588,0000058588,000000000058588,0058588 minutes,000000000058588,000000000058588,000000000058588,000000000058588,000000000058588
179,91506,58160,58160,58160,58160,58160,58160,58160,58160,58160,000000000058160,00000000058160,0000058160,000000000058160,0058160 minutes,000000000058160,000000000058160,000000000058160,000000000058160,000000000058160
180,91601,58208,58208,58208,58208,58208,58208,58208,58208,58208,000000000058208,00000000058208,0000058208,000000000058208,0058208 minutes,000000000058208,000000000058208,000000000058208,000000000058208,000000000058208
181,91602,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
182,91604,61940,61940,61940,61940,61940,61940,61940,61940,61940,000000000061940,00000000061940,0000061940,000000000061940,0061940 minutes,000000000061940,000000000061940,000000000061940,000000000061940,000000000061940
183,91605,61438,61438,61438,61438,61438,61438,61438,61438,61438,000000000061438,00000000061438,0000061438,000000000061438,0061438 minutes,000000000061438,000000000061438,000000000061438,000000000061438,000000000061438
184,91606,61748,61748,61748,61748,61748,61748,61748,61748,61748,000000000061748,00000000061748,0000061748,000000000061748,0061748 minutes,000000000061748,000000000061748,000000000061748,000000000061748,000000000061748
185,91607,61588,61588,61588,61588,61588,61588,61588,61588,61588,000000000061588,00000000061588,0000061588,000000000061588,0061588 minutes,000000000061588,000000000061588,000000000061588,000000000061588,000000000061588
186,91608,618,618,618,618,618,618,618,618,618,0000000000618,000000000618,00000618,0000000000618,00618 minutes,0000000000618,0000000000618,0000000000618,0000000000618,0000000000618
187,91754,6178,6178,6178,6178,6178,6178,6178,6178,6178,00000000006178,0000000006178,000006178,00000000006178,006178 minutes,00000000006178,00000000006178,00000000006178,00000000006178,00000000006178
188,91755,6170,6170,6170,6170,6170,6170,6170,6170,6170,00000000006170,0000000006170,000006170,00000000006170,006170 minutes,00000000006170,00000000006170,00000000006170,00000000006170,00000000006170
189,91770,61898,61898,61898,61898,61898,61898,61898,61898,61898,000000000061898,00000000061898,0000061898,000000000061898,0061898 minutes,000000000061898,000000000061898,000000000061898,000000000061898,000000000061898
190,91776,61438,61438,61438,61438,61438,61438,61438,61438,61438,000000000061438,00000000061438,0000061438,000000000061438,0061438 minutes,000000000061438,000000000061438,000000000061438,000000000061438,000000000061438
191,91801,61748,61748,61748,61748,61748,61748,61748,61748,61748,000000000061748,00000000061748,0000061748,000000000061748,0061748 minutes,000000000061748,000000000061748,000000000061748,000000000061748,000000000061748
192,91803,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
193,92501,6140,6140,6140,6140,6140,6140,6140,6140,6140,00000000006140,0000000006140,000006140,00000000006140,006140 minutes,00000000006140,00000000006140,00000000006140,00000000006140,00000000006140
194,92603,61828,61828,61828,61828,61828,61828,61828,61828,61828,000000000061828,00000000061828,0000061828,000000000061828,0061828 minutes,000000000061828,000000000061828,000000000061828,000000000061828,000000000061828
195,92604,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
196,92606,58240,58240,58240,58240,58240,58240,58240,58240,58240,000000000058240,00000000058240,0000058240,000000000058240,0058240 minutes,000000000058240,000000000058240,000000000058240,000000000058240,000000000058240
197,92612,58588,58588,58588,58588,58588,58588,58588,58588,58588,000000000058588,00000000058588,0000058588,000000000058588,0058588 minutes,000000000058588,000000000058588,000000000058588,000000000058588,000000000058588
198,92614,58128,58128,58128,58128,58128,58128,58128,58128,58128,000000000058128,00000000058128,0000058128,000000000058128,0058128 minutes,000000000058128,000000000058128,000000000058128,000000000058128,000000000058128
199,92618,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
200,92625,58518,58518,58518,58518,58518,58518,58518,58518,58518,000000000058518,00000000058518,0000058518,000000000058518,0058518 minutes,000000000058518,000000000058518,000000000058518,000000000058518,000000000058518
201,92626,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
202,92627,61978,61978,61978,61978,61978,61978,61978,61978,61978,000000000061978,00000000061978,0000061978,000000000061978,0061978 minutes,000000000061978,000000000061978,000000000061978,000000000061978,000000000061978
203,92657,61518,61518,61518,61518,61518,61518,61518,61518,61518,000000000061518,00000000061518,0000061518,000000000061518,0061518 minutes,000000000061518,000000000061518,000000000061518,000000000061518,000000000061518
204,92660,61828,61828,61828,61828,61828,61828,61828,61828,61828,000000000061828,00000000061828,0000061828,000000000061828,0061828 minutes,000000000061828,000000000061828,000000000061828,000000000061828,000000000061828
205,92661,61940,61940,61940,61940,61940,61940,61940,61940,61940,000000000061940,00000000061940,0000061940,000000000061940,0061940 minutes,000000000061940,000000000061940,000000000061940,000000000061940,000000000061940
206,92662,61470,61470,61470,61470,61470,61470,61470,61470,61470,000000000061470,00000000061470,0000061470,000000000061470,0061470 minutes,000000000061470,000000000061470,000000000061470,000000000061470,000000000061470
207,92663,61400,61400,61400,61400,61400,61400,61400,61400,61400,000000000061400,00000000061400,0000061400,000000000061400,0061400 minutes,000000000061400,000000000061400,000000000061400,000000000061400,000000000061400
208,92683,6180,6180,6180,6180,6180,6180,6180,6180,6180,00000000006180,0000000006180,000006180,00000000006180,006180 minutes,00000000006180,00000000006180,00000000006180,00000000006180,00000000006180
209,92701,61518,61518,61518,61518,61518,61518,61518,61518,61518,000000000061518,00000000061518,0000061518,000000000061518,0061518 minutes,000000000061518,000000000061518,000000000061518,000000000061518,000000000061518
210,92703,61828,61828,61828,61828,61828,61828,61828,61828,61828,000000000061828,00000000061828,0000061828,000000000061828,0061828 minutes,000000000061828,000000000061828,000000000061828,000000000061828,000000000061828
211,92704,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
212,92705,58588,58588,58588,58588,58588,58588,58588,58588,58588,000000000058588,00000000058588,0000058588,000000000058588,0058588 minutes,000000000058588,000000000058588,000000000058588,000000000058588,000000000058588
213,92706,61860,61860,61860,61860,61860,61860,61860,61860,61860,000000000061860,00000000061860,0000061860,000000000061860,0061860 minutes,000000000061860,000000000061860,000000000061860,000000000061860,000000000061860
214,92707,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
215,92780,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
216,92782,58128,58128,58128,58128,58128,58128,58128,58128,58128,000000000058128,00000000058128,0000058128,000000000058128,0058128 minutes,000000000058128,000000000058128,000000000058128,000000000058128,000000000058128
217,92801,58588,58588,58588,58588,58588,58588,58588,58588,58588,000000000058588,00000000058588,0000058588,000000000058588,0058588 minutes,000000000058588,000000000058588,000000000058588,000000000058588,000000000058588
218,92802,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
219,92804,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
220,92805,58128,58128,58128,58128,58128,58128,58128,58128,58128,000000000058128,00000000058128,0000058128,000000000058128,0058128 minutes,000000000058128,000000000058128,000000000058128,000000000058128,000000000058128
221,92806,61978,61978,61978,61978,61978,61978,61978,61978,61978,000000000061978,00000000061978,0000061978,000000000061978,0061978 minutes,000000000061978,000000000061978,000000000061978,000000000061978,000000000061978
222,92807,6168,6168,6168,6168,6168,6168,6168,6168,6168,00000000006168,0000000006168,000006168,00000000006168,006168 minutes,00000000006168,00000000006168,00000000006168,00000000006168,00000000006168
223,92831,61860,61860,61860,61860,61860,61860,61860,61860,61860,000000000061860,00000000061860,0000061860,000000000061860,0061860 minutes,000000000061860,000000000061860,000000000061860,000000000061860,000000000061860
224,92832,6158,6158,6158,6158,6158,6158,6158,6158,6158,00000000006158,0000000006158,000006158,00000000006158,006158 minutes,00000000006158,00000000006158,00000000006158,00000000006158,00000000006158
225,92833,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
226,92840,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
227,92841,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
228,92843,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
229,92844,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
230,92865,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
231,92866,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
232,92867,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
233,92868,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
234,92869,58240,58240,58240,58240,58240,58240,58240,58240,58240,000000000058240,00000000058240,0000058240,000000000058240,0058240 minutes,000000000058240,000000000058240,000000000058240,000000000058240,000000000058240
235,92870,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
236,93063,5838,5838,5838,5838,5838,5838,5838,5838,5838,00000000005838,0000000005838,000005838,00000000005838,005838 minutes,00000000005838,00000000005838,00000000005838,00000000005838,00000000005838
237,93065,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
238,94005,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
239,94014,5838,5838,5838,5838,5838,5838,5838,5838,5838,00000000005838,0000000005838,000005838,00000000005838,005838 minutes,00000000005838,00000000005838,00000000005838,00000000005838,00000000005838
240,94015,5840,5840,5840,5840,5840,5840,5840,5840,5840,00000000005840,0000000005840,000005840,00000000005840,005840 minutes,00000000005840,00000000005840,00000000005840,00000000005840,00000000005840
241,94044,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
242,94066,61588,61588,61588,61588,61588,61588,61588,61588,61588,000000000061588,00000000061588,0000061588,000000000061588,0061588 minutes,000000000061588,000000000061588,000000000061588,000000000061588,000000000061588
243,94080,61748,61748,61748,61748,61748,61748,61748,61748,61748,000000000061748,00000000061748,0000061748,000000000061748,0061748 minutes,000000000061748,000000000061748,000000000061748,000000000061748,000000000061748
244,94102,6190,6190,6190,6190,6190,6190,6190,6190,6190,00000000006190,0000000006190,000006190,00000000006190,006190 minutes,00000000006190,00000000006190,00000000006190,00000000006190,00000000006190
245,94103,6140,6140,6140,6140,6140,6140,6140,6140,6140,00000000006140,0000000006140,000006140,00000000006140,006140 minutes,00000000006140,00000000006140,00000000006140,00000000006140,00000000006140
246,94104,6148,6148,6148,6148,6148,6148,6148,6148,6148,00000000006148,0000000006148,000006148,00000000006148,006148 minutes,00000000006148,00000000006148,00000000006148,00000000006148,00000000006148
247,94105,6190,6190,6190,6190,6190,6190,6190,6190,6190,00000000006190,0000000006190,000006190,00000000006190,006190 minutes,00000000006190,00000000006190,00000000006190,00000000006190,00000000006190
248,94107,61908,61908,61908,61908,61908,61908,61908,61908,61908,000000000061908,00000000061908,0000061908,000000000061908,0061908 minutes,000000000061908,000000000061908,000000000061908,000000000061908,000000000061908
249,94108,61588,61588,61588,61588,61588,61588,61588,61588,61588,000000000061588,00000000061588,0000061588,000000000061588,0061588 minutes,000000000061588,000000000061588,000000000061588,000000000061588,000000000061588
250,94109,61748,61748,61748,61748,61748,61748,61748,61748,61748,000000000061748,00000000061748,0000061748,000000000061748,0061748 minutes,000000000061748,000000000061748,000000000061748,000000000061748,000000000061748
251,94110,61780,61780,61780,61780,61780,61780,61780,61780,61780,000000000061780,00000000061780,0000061780,000000000061780,0061780 minutes,000000000061780,000000000061780,000000000061780,000000000061780,000000000061780
252,94111,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
253,94112,988,988,988,988,988,988,988,988,988,0000000000988,000000000988,00000988,0000000000988,00988 minutes,0000000000988,0000000000988,0000000000988,0000000000988,0000000000988
254,94114,62240,62240,62240,62240,62240,62240,62240,62240,62240,000000000062240,00000000062240,0000062240,000000000062240,0062240 minutes,000000000062240,000000000062240,000000000062240,000000000062240,000000000062240
255,94115,5810,5810,5810,5810,5810,5810,5810,5810,5810,00000000005810,0000000005810,000005810,00000000005810,005810 minutes,00000000005810,00000000005810,00000000005810,00000000005810,00000000005810
256,94116,58128,58128,58128,58128,58128,58128,58128,58128,58128,000000000058128,00000000058128,0000058128,000000000058128,0058128 minutes,000000000058128,000000000058128,000000000058128,000000000058128,000000000058128
257,94117,58278,58278,58278,58278,58278,58278,58278,58278,58278,000000000058278,00000000058278,0000058278,000000000058278,0058278 minutes,000000000058278,000000000058278,000000000058278,000000000058278,000000000058278
258,94118,58160,58160,58160,58160,58160,58160,58160,58160,58160,000000000058160,00000000058160,0000058160,000000000058160,0058160 minutes,000000000058160,000000000058160,000000000058160,000000000058160,000000000058160
259,94121,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
260,94122,58668,58668,58668,58668,58668,58668,58668,58668,58668,000000000058668,00000000058668,0000058668,000000000058668,0058668 minutes,000000000058668,000000000058668,000000000058668,000000000058668,000000000058668
261,94123,61550,61550,61550,61550,61550,61550,61550,61550,61550,000000000061550,00000000061550,0000061550,000000000061550,0061550 minutes,000000000061550,000000000061550,000000000061550,000000000061550,000000000061550
262,94124,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
263,94127,61898,61898,61898,61898,61898,61898,61898,61898,61898,000000000061898,00000000061898,0000061898,000000000061898,0061898 minutes,000000000061898,000000000061898,000000000061898,000000000061898,000000000061898
264,94131,6138,6138,6138,6138,6138,6138,6138,6138,6138,00000000006138,0000000006138,000006138,00000000006138,006138 minutes,00000000006138,00000000006138,00000000006138,00000000006138,00000000006138
265,94132,6178,6178,6178,6178,6178,6178,6178,6178,6178,00000000006178,0000000006178,000006178,00000000006178,006178 minutes,00000000006178,00000000006178,00000000006178,00000000006178,00000000006178
266,94133,61978,61978,61978,61978,61978,61978,61978,61978,61978,000000000061978,00000000061978,0000061978,000000000061978,0061978 minutes,000000000061978,000000000061978,000000000061978,000000000061978,000000000061978
267,94158,61860,61860,61860,61860,61860,61860,61860,61860,61860,000000000061860,00000000061860,0000061860,000000000061860,0061860 minutes,000000000061860,000000000061860,000000000061860,000000000061860,000000000061860
268,94965,62240,62240,62240,62240,62240,62240,62240,62240,62240,000000000062240,00000000062240,0000062240,000000000062240,0062240 minutes,000000000062240,000000000062240,000000000062240,000000000062240,000000000062240
269,98001,6138,6138,6138,6138,6138,6138,6138,6138,6138,00000000006138,0000000006138,000006138,00000000006138,006138 minutes,00000000006138,00000000006138,00000000006138,00000000006138,00000000006138
270,98002,61898,61898,61898,61898,61898,61898,61898,61898,61898,000000000061898,00000000061898,0000061898,000000000061898,0061898 minutes,000000000061898,000000000061898,000000000061898,000000000061898,000000000061898
271,98003,61828,61828,61828,61828,61828,61828,61828,61828,61828,000000000061828,00000000061828,0000061828,000000000061828,0061828 minutes,000000000061828,000000000061828,000000000061828,000000000061828,000000000061828
272,98004,61550,61550,61550,61550,61550,61550,61550,61550,61550,000000000061550,00000000061550,0000061550,000000000061550,0061550 minutes,000000000061550,000000000061550,000000000061550,000000000061550,000000000061550
273,98005,61668,61668,61668,61668,61668,61668,61668,61668,61668,000000000061668,00000000061668,0000061668,000000000061668,0061668 minutes,000000000061668,000000000061668,000000000061668,000000000061668,000000000061668
274,98006,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
275,98027,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
276,98030,58128,58128,58128,58128,58128,58128,58128,58128,58128,000000000058128,00000000058128,0000058128,000000000058128,0058128 minutes,000000000058128,000000000058128,000000000058128,000000000058128,000000000058128
277,98031,5838,5838,5838,5838,5838,5838,5838,5838,5838,00000000005838,0000000005838,000005838,00000000005838,005838 minutes,00000000005838,00000000005838,00000000005838,00000000005838,00000000005838
278,98032,58160,58160,58160,58160,58160,58160,58160,58160,58160,000000000058160,00000000058160,0000058160,000000000058160,0058160 minutes,000000000058160,000000000058160,000000000058160,000000000058160,000000000058160
279,98033,58588,58588,58588,58588,58588,58588,58588,58588,58588,000000000058588,00000000058588,0000058588,000000000058588,0058588 minutes,000000000058588,000000000058588,000000000058588,000000000058588,000000000058588
280,98038,58198,58198,58198,58198,58198,58198,58198,58198,58198,000000000058198,00000000058198,0000058198,000000000058198,0058198 minutes,000000000058198,000000000058198,000000000058198,000000000058198,000000000058198
281,98040,618,618,618,618,618,618,618,618,618,0000000000618,000000000618,00000618,0000000000618,00618 minutes,0000000000618,0000000000618,0000000000618,0000000000618,0000000000618
282,98042,90,90,90,90,90,90,90,90,90,000000000090,00000000090,0000090,000000000090,0090 minutes,000000000090,000000000090,000000000090,000000000090,000000000090
283,98056,90,90,90,90,90,90,90,90,90,000000000090,00000000090,0000090,000000000090,0090 minutes,000000000090,000000000090,000000000090,000000000090,000000000090
284,98057,61438,61438,61438,61438,61438,61438,61438,61438,61438,000000000061438,00000000061438,0000061438,000000000061438,0061438 minutes,000000000061438,000000000061438,000000000061438,000000000061438,000000000061438
285,98058,618,618,618,618,618,618,618,618,618,0000000000618,000000000618,00000618,0000000000618,00618 minutes,0000000000618,0000000000618,0000000000618,0000000000618,0000000000618
286,98059,61668,61668,61668,61668,61668,61668,61668,61668,61668,000000000061668,00000000061668,0000061668,000000000061668,0061668 minutes,000000000061668,000000000061668,000000000061668,000000000061668,000000000061668
287,98070,6160,6160,6160,6160,6160,6160,6160,6160,6160,00000000006160,0000000006160,000006160,00000000006160,006160 minutes,00000000006160,00000000006160,00000000006160,00000000006160,00000000006160
288,98101,61710,61710,61710,61710,61710,61710,61710,61710,61710,000000000061710,00000000061710,0000061710,000000000061710,0061710 minutes,000000000061710,000000000061710,000000000061710,000000000061710,000000000061710
289,98102,6120,6120,6120,6120,6120,6120,6120,6120,6120,00000000006120,0000000006120,000006120,00000000006120,006120 minutes,00000000006120,00000000006120,00000000006120,00000000006120,00000000006120
290,98103,62240,62240,62240,62240,62240,62240,62240,62240,62240,000000000062240,00000000062240,0000062240,000000000062240,0062240 minutes,000000000062240,000000000062240,000000000062240,000000000062240,000000000062240
291,98104,6138,6138,6138,6138,6138,6138,6138,6138,6138,00000000006138,0000000006138,000006138,00000000006138,006138 minutes,00000000006138,00000000006138,00000000006138,00000000006138,00000000006138
292,98105,6148,6148,6148,6148,6148,6148,6148,6148,6148,00000000006148,0000000006148,000006148,00000000006148,006148 minutes,00000000006148,00000000006148,00000000006148,00000000006148,00000000006148
293,98107,58208,58208,58208,58208,58208,58208,58208,58208,58208,000000000058208,00000000058208,0000058208,000000000058208,0058208 minutes,000000000058208,000000000058208,000000000058208,000000000058208,000000000058208
294,98108,58518,58518,58518,58518,58518,58518,58518,58518,58518,000000000058518,00000000058518,0000058518,000000000058518,0058518 minutes,000000000058518,000000000058518,000000000058518,000000000058518,000000000058518
295,98109,58320,58320,58320,58320,58320,58320,58320,58320,58320,000000000058320,00000000058320,0000058320,000000000058320,0058320 minutes,000000000058320,000000000058320,000000000058320,000000000058320,000000000058320
296,98110,58240,58240,58240,58240,58240,58240,58240,58240,58240,000000000058240,00000000058240,0000058240,000000000058240,0058240 minutes,000000000058240,000000000058240,000000000058240,000000000058240,000000000058240
297,98112,58208,58208,58208,58208,58208,58208,58208,58208,58208,000000000058208,00000000058208,0000058208,000000000058208,0058208 minutes,000000000058208,000000000058208,000000000058208,000000000058208,000000000058208
298,98115,61940,61940,61940,61940,61940,61940,61940,61940,61940,000000000061940,00000000061940,0000061940,000000000061940,0061940 minutes,000000000061940,000000000061940,000000000061940,000000000061940,000000000061940
299,98116,61710,61710,61710,61710,61710,61710,61710,61710,61710,000000000061710,00000000061710,0000061710,000000000061710,0061710 minutes,000000000061710,000000000061710,000000000061710,000000000061710,000000000061710
300,98117,6158,6158,6158,6158,6158,6158,6158,6158,6158,00000000006158,0000000006158,000006158,00000000006158,006158 minutes,00000000006158,00000000006158,00000000006158,00000000006158,00000000006158
