,name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
29,Casa B Tapas and Cocktail & Rum Bar,42.3797093,-71.0942732,False,2143.0,Somerville,MA,$$$,4.0,https://www.yelp.com/biz/casa-b-tapas-and-cocktail-and-rum-bar-somerville-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,258,[],"caribbean,tapasmallplates,cocktailbars",1A9alCsYB5Z5PW3yvH1HnQ,Casa B Tapas and Cocktail & Rum Bar,"Caribbean,Tapas/Small Plates,Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,No,Yes,,No,,,Casual,Average,,7.0,2.0,11.0,8.0,1.0,34.0,9.0,,6.0,,2.0,15.0,1.0,,,,,2143.0,27184.0,17869.0,1196.0,30.0,2460.0,9.0,412.0,659.0,1879.0,93.1%,,33.9%,3.3%,30.5 minutes,61.0%,29.2%,1.3%,3.4%,5.1%
30,Piattini,42.34969,-71.08122,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/piattini-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,740,[],"italian,bars,salad",PUZSvR-nEHlhEi0gSADu7w,Piattini,"Italian,Bars,Salad",$11-30,$11-30,,51,50,103,265,271,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,,40.0,21.0,39.0,60.0,5.0,14.0,39.0,,24.0,1.0,6.0,33.0,15.0,,1.0,,,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
31,The Cheesecake Factory,42.345868,-71.08199300000003,False,2199.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/the-cheesecake-factory-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,602,['delivery'],"newamerican,desserts",V5r0E89VSK0IDzZRvrhc3g,The Cheesecake Factory,"American (New),Desserts",$11-30,$11-30,,96,86,144,164,112,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,,No,,Casual,Casual,Average,,38.0,16.0,38.0,60.0,6.0,13.0,50.0,,17.0,1.0,9.0,22.0,14.0,,2.0,,,2199.0,1278.0,935.0,15.0,1.0,143.0,0.0,0.0,17.0,35.0,102.0%,,45.2%,3.5%,22.9 minutes,26.1%,62.8%,3.1%,2.8%,5.2%
32,Atlantic Fish,42.34922179,-71.08112729,False,2116.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/atlantic-fish-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2251,['delivery'],"seafood,raw_food,cocktailbars",AGR_kBvN__I7aTl0rBywAg,Atlantic Fish,"Seafood,Live/Raw Food,Cocktail Bars",$31-60,$31-60,,79,130,268,752,1025,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Classy,Casual,Average,,43.0,23.0,39.0,60.0,5.0,16.0,43.0,,23.0,1.0,6.0,34.0,14.0,1.0,1.0,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
33,Demos,42.3663721,-71.18216729999997,False,2472.0,Watertown,MA,$,3.5,https://www.yelp.com/biz/demos-watertown?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,94,['delivery'],"mediterranean,greek",0ulC3Jz1eXnJJ3v2kN5Xpg,Demos,"Mediterranean,Greek",Under $10,Under $10,,6,19,13,34,22,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,13.0,9.0,3.0,18.0,1.0,16.0,4.0,1.0,6.0,,5.0,14.0,,,,,,2472.0,34359.0,26116.0,897.0,25.0,2304.0,10.0,248.0,720.0,1694.0,96.1%,,31.1%,4.4%,27.5 minutes,38.4%,45.9%,0.9%,4.9%,9.9%
34,Lucca Back Bay,42.3465561,-71.07992809999998,False,2116.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/lucca-back-bay-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,300,[],"italian,wine_bars",4RpdVZIR3dV890pJ5hQd9A,Lucca Back Bay,"Italian,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Garage",,Yes,Yes,,No,,Romantic,Dressy,Average,Juke Box,42.0,18.0,39.0,60.0,3.0,17.0,40.0,,17.0,1.0,7.0,25.0,13.0,1.0,1.0,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
35,SRV Boston,42.340918,-71.08161505,False,2118.0,Boston,MA,$$$,4.5,https://www.yelp.com/biz/srv-boston-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,306,[],"italian,wine_bars",poswq7BdLM9Iryd9palDVQ,SRV Boston,"Italian,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Trendy,Dressy,Average,,10.0,2.0,11.0,24.0,,25.0,15.0,4.0,3.0,,4.0,16.0,,1.0,2.0,,,2118.0,28060.0,12149.0,5079.0,50.0,3612.0,7.0,129.0,520.0,4952.0,84.9%,,32.0%,4.7%,26.6 minutes,54.5%,31.0%,2.8%,3.7%,8.0%
36,Lemon Thai Cuisine,42.39025,-71.10767,False,2143.0,Somerville,MA,$$,4.0,https://www.yelp.com/biz/lemon-thai-cuisine-somerville-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,296,"['delivery', 'pickup']","thai,seafood,soup",4k_wbk7GppLxBhfga3Fdjw,Lemon Thai Cuisine,"Thai,Seafood,Soup",$11-30,$11-30,,0,0,0,0,0,Yes,No,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,2.0,1.0,1.0,6.0,1.0,13.0,3.0,,2.0,,1.0,7.0,,,,,,2143.0,27184.0,17869.0,1196.0,30.0,2460.0,9.0,412.0,659.0,1879.0,93.1%,,33.9%,3.3%,30.5 minutes,61.0%,29.2%,1.3%,3.4%,5.1%
37,Social Restaurant & Bar,42.356596,-71.18682679999998,False,2458.0,Newton,MA,$$,3.5,https://www.yelp.com/biz/social-restaurant-and-bar-newton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,150,[],"newamerican,bars,breakfast_brunch",DrQgIMe9fKfNvvHoXO8Y0w,Social Restaurant & Bar,"American (New),Bars,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Garage, Street, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,Live,5.0,1.0,2.0,5.0,1.0,15.0,3.0,5.0,6.0,,,6.0,,,,,,2458.0,13052.0,9709.0,275.0,13.0,1274.0,3.0,71.0,254.0,532.0,97.8%,,42.5%,3.3%,26.7 minutes,34.9%,49.6%,0.4%,5.9%,9.1%
38,Max and Leo's,42.3569993,-71.1868365,False,2458.0,Newton,MA,$$,4.5,https://www.yelp.com/biz/max-and-leos-newton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,337,[],"pizza,bars",3ysQylsFQj7JNIlQjncQeQ,Max and Leo’s,"Pizza,Bars",$11-30,$11-30,,8,16,19,98,196,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,5.0,1.0,2.0,5.0,1.0,15.0,3.0,5.0,6.0,,,6.0,,,,,,2458.0,13052.0,9709.0,275.0,13.0,1274.0,3.0,71.0,254.0,532.0,97.8%,,42.5%,3.3%,26.7 minutes,34.9%,49.6%,0.4%,5.9%,9.1%
39,House of Siam,42.34141,-71.08033,False,2118.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/house-of-siam-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,176,"['delivery', 'pickup']","thai,seafood",PygaMm6O5n1UDHrbnm7uBg,House of Siam,"Thai,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,,7.0,1.0,8.0,28.0,,23.0,13.0,4.0,2.0,,4.0,17.0,,1.0,3.0,,,2118.0,28060.0,12149.0,5079.0,50.0,3612.0,7.0,129.0,520.0,4952.0,84.9%,,32.0%,4.7%,26.6 minutes,54.5%,31.0%,2.8%,3.7%,8.0%
40,Sorellina,42.34883672,-71.07790366,False,2116.0,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/sorellina-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,637,[],"italian,bars,salad",1hWZ0K2DOKZB9Xft08VZ9g,Sorellina,"Italian,Bars,Salad",Above $61,Above $61,,14,33,82,183,326,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,"Classy, Upscale",Dressy,Average,,52.0,31.0,41.0,60.0,5.0,19.0,35.0,,26.0,1.0,8.0,27.0,16.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
41,Lolita Cocina & Tequila Bar Back Bay,42.35058604,-71.07750847,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/lolita-cocina-and-tequila-bar-back-bay-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1778,[],"mexican,lounges,cocktailbars",u51e3gychuqBYNqe2xG6_w,Lolita Cocina & Tequila Bar Back Bay,"Mexican,Lounges,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Loud,,45.0,29.0,36.0,60.0,4.0,16.0,33.0,,30.0,,2.0,31.0,13.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
42,Fogo de ChÃ£o Brazilian Steakhouse,42.34880756,-71.0771622,False,2116.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,648,[],"brazilian,steak",3G3GvCsArfZrhoRrIYxDkw,Fogo de Chão Brazilian Steakhouse,"Brazilian,Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,Classy,Casual,Average,,51.0,31.0,36.0,60.0,5.0,18.0,35.0,,26.0,,8.0,25.0,15.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
43,Legal Sea Foods,42.34690284,-71.07746634,False,2116.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-32?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,505,[],seafood,Rr7rhulFCpGvO341g-EWVg,Legal Sea Foods,Seafood,$31-60,$31-60,,46,68,104,180,107,Yes,Full Bar,,No,,,No,"Garage, Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,,44.0,24.0,34.0,60.0,3.0,18.0,33.0,,21.0,,7.0,24.0,10.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
44,Thai Basil Restaurant,42.35092,-71.07669,False,2116.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/thai-basil-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,413,"['delivery', 'pickup']","thai,seafood,noodles",XWF0qtV3GxkgfdvAjwpfzQ,Thai Basil Restaurant,"Thai,Seafood,Noodles",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,40.0,26.0,32.0,60.0,3.0,17.0,32.0,,33.0,,3.0,31.0,11.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
45,Redbones BBQ,42.39520645,-71.12236023,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/redbones-bbq-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1664,"['delivery', 'pickup']","bbq,bars,sandwiches",FmAIHFqUBNkCw3YBCRQLmQ,Redbones BBQ,"Barbeque,Bars,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,,Loud,,19.0,11.0,15.0,19.0,2.0,24.0,10.0,1.0,5.0,2.0,1.0,10.0,1.0,1.0,1.0,,,2144.0,24826.0,19377.0,1149.0,28.0,1548.0,3.0,103.0,552.0,1131.0,96.0%,,36.2%,3.5%,33.0 minutes,58.7%,30.6%,1.1%,4.2%,5.4%
46,Petit Robert Bistro,42.34283,-71.07858,False,2118.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/petit-robert-bistro-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,374,"['delivery', 'pickup']","french,breakfast_brunch,wine_bars",XgJWwSXomuSblxFBE-AxpA,Petit Robert Bistro,"French,Breakfast & Brunch,Wine Bars",$11-30,$11-30,,34,45,58,123,114,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,,Casual,Average,,14.0,4.0,17.0,25.0,1.0,27.0,15.0,4.0,5.0,,6.0,16.0,4.0,1.0,2.0,,,2118.0,28060.0,12149.0,5079.0,50.0,3612.0,7.0,129.0,520.0,4952.0,84.9%,,32.0%,4.7%,26.6 minutes,54.5%,31.0%,2.8%,3.7%,8.0%
47,Legal Sea Foods,42.32257,-71.17038000000002,False,2467.0,Chestnut Hill,MA,$$$,3.0,https://www.yelp.com/biz/legal-sea-foods-chestnut-hill-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,233,['delivery'],seafood,hewGudgB-tUk2ADWsUIHlg,Legal Sea Foods,Seafood,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,Yes,,No,,,Casual,Average,,10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,,,2467.0,22364.0,16438.0,862.0,9.0,3329.0,6.0,73.0,530.0,1244.0,100.0%,,53.4%,3.1%,27.0 minutes,53.5%,36.5%,1.2%,4.1%,4.7%
48,Giacomo's,42.34406,-71.077732,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/giacomos-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1126,[],"italian,seafood,wine_bars",q5HPp961WsjoVDaOmN8SwQ,Giacomo’s,"Italian,Seafood,Wine Bars",$11-30,$11-30,,0,0,0,0,0,No,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,,18.0,9.0,20.0,19.0,1.0,24.0,19.0,,9.0,,5.0,13.0,7.0,1.0,2.0,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
49,Anchovies,42.343939,-71.077598,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/anchovies-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,349,[],"italian,bars,salad",EYMC8NHn6U-4WpLo54dQtw,Anchovies,"Italian,Bars,Salad",$11-30,$11-30,,20,21,35,139,134,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,"Divey, Casual",Casual,Average,,15.0,8.0,20.0,18.0,1.0,25.0,18.0,,7.0,,5.0,11.0,6.0,1.0,2.0,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
50,Gaya Pizzeria,42.38452,-71.09302,False,2143.0,Somerville,MA,$,4.5,https://www.yelp.com/biz/gaya-pizzeria-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,56,"['pickup', 'delivery']","pizza,italian",uCN25MmdW27fZ2UJQ-tU4Q,Gaya Pizzeria,"Pizza,Italian",Under $10,Under $10,,0,2,2,7,45,Yes,No,,Yes,,No,No,Street,,Yes,No,Yes,Free,,,Casual,Quiet,,,,,2.0,,24.0,1.0,1.0,3.0,,1.0,3.0,,,,,,2143.0,27184.0,17869.0,1196.0,30.0,2460.0,9.0,412.0,659.0,1879.0,93.1%,,33.9%,3.3%,30.5 minutes,61.0%,29.2%,1.3%,3.4%,5.1%
51,Foundry on Elm,42.39564,-71.12165999999998,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/foundry-on-elm-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,726,[],"bars,gastropubs,newamerican",9-KBO2jGuvMCrM88ysDLTA,Foundry on Elm,"Bars,Gastropubs,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Trendy,Casual,Average,,18.0,10.0,14.0,14.0,2.0,25.0,10.0,1.0,5.0,2.0,1.0,11.0,1.0,1.0,1.0,,,2144.0,24826.0,19377.0,1149.0,28.0,1548.0,3.0,103.0,552.0,1131.0,96.0%,,36.2%,3.5%,33.0 minutes,58.7%,30.6%,1.1%,4.2%,5.4%
52,Greek Corner Restaurant,42.39648943,-71.12948206,False,2140.0,Cambridge,MA,$$,4.0,https://www.yelp.com/biz/greek-corner-restaurant-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,600,"['pickup', 'delivery']","greek,mediterranean",u0CvoJ_bAx5SCSiI_meUOQ,Greek Corner Restaurant,"Greek,Mediterranean",$11-30,$11-30,,31,35,56,244,235,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,4.0,2.0,3.0,7.0,,14.0,3.0,,1.0,,,9.0,,,1.0,,,2140.0,19885.0,10295.0,3110.0,25.0,2362.0,6.0,66.0,616.0,1127.0,95.2%,,43.3%,4.9%,30.4 minutes,45.9%,40.8%,1.7%,3.8%,7.7%
53,Five Horses Tavern,42.39567,-71.1208599,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/five-horses-tavern-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,695,[],"beerbar,newamerican,tacos",nq902iEwTCZv-EzZV2wHQA,Five Horses Tavern,"Beer Bar,American (New),Tacos",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,,17.0,9.0,14.0,13.0,3.0,19.0,10.0,,5.0,2.0,1.0,10.0,1.0,1.0,,,,2144.0,24826.0,19377.0,1149.0,28.0,1548.0,3.0,103.0,552.0,1131.0,96.0%,,36.2%,3.5%,33.0 minutes,58.7%,30.6%,1.1%,4.2%,5.4%
54,Davio's Chestnut Hill,42.32251399,-71.17025011,False,2467.0,Chestnut Hill,MA,$$$,3.5,https://www.yelp.com/biz/davios-chestnut-hill-chestnut-hill-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,107,"['pickup', 'delivery']","italian,steak,gluten_free",9LPokpPIiNCC5ilJXwX_rQ,Davio’s Chestnut Hill,"Italian,Steakhouses,Gluten-Free",$31-60,$31-60,,14,20,11,31,33,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Upscale,,Average,,10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,,,2467.0,22364.0,16438.0,862.0,9.0,3329.0,6.0,73.0,530.0,1244.0,100.0%,,53.4%,3.1%,27.0 minutes,53.5%,36.5%,1.2%,4.1%,4.7%
55,The Talk,42.36699,-71.18738,False,2472.0,Watertown,MA,$$,3.5,https://www.yelp.com/biz/the-talk-watertown-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,278,"['pickup', 'delivery']","tradamerican,italian",9jlK2GUXrk40TbN1yTSMJw,The Talk,"American (Traditional),Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,,11.0,7.0,2.0,19.0,1.0,16.0,3.0,2.0,8.0,,2.0,8.0,,,,,,2472.0,34359.0,26116.0,897.0,25.0,2304.0,10.0,248.0,720.0,1694.0,96.1%,,31.1%,4.4%,27.5 minutes,38.4%,45.9%,0.9%,4.9%,9.9%
56,Coda,42.3462394,-71.0750068,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/coda-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,559,[],"newamerican,burgers,cocktailbars",#NAME?,El Centro DF,"Mexican,Bars",$11-30,$11-30,"
                                95 out of 100
                            ",156,128,207,393,379,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Loud,,141.0,78.0,154.0,114.0,7.0,112.0,95.0,17.0,41.0,5.0,16.0,63.0,21.0,2.0,1.0,1.0,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
57,Post 390,42.34886388,-71.0740035,False,2116.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/post-390-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,614,['delivery'],"bars,newamerican",nlnWODemnfzut10tzC5x3A,Post 390,"Bars,American (New)",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,No,Yes,Yes,Free,,Trendy,Casual,Average,,36.0,25.0,34.0,60.0,3.0,25.0,32.0,,34.0,,2.0,27.0,12.0,1.0,,,1.0,2116.0,23333.0,14658.0,1235.0,24.0,3094.0,3.0,84.0,395.0,1135.0,94.9%,,44.1%,4.1%,23.4 minutes,54.6%,36.4%,0.9%,2.5%,5.6%
58,The Table at Season to Taste,42.3983409,-71.1310318,False,2140.0,Cambridge,MA,$$$$,4.5,https://www.yelp.com/biz/the-table-at-season-to-taste-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,154,[],newamerican,WkjIWu8rIpAAUhnqsuik9w,The Table at Season to Taste,American (New),Above $61,Above $61,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Intimate,Casual,Average,,4.0,2.0,2.0,6.0,,9.0,1.0,2.0,1.0,,,8.0,,,,,,2140.0,19885.0,10295.0,3110.0,25.0,2362.0,6.0,66.0,616.0,1127.0,95.2%,,43.3%,4.9%,30.4 minutes,45.9%,40.8%,1.7%,3.8%,7.7%
