name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
Benevento's,42.3642807,-71.05535889,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/beneventos-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,395,[],"italian,pizza",ndO6w5EoVZI1-e_Adl-ltw,Benevento’s,"Italian,Pizza",$11-30,$11-30,,30,31,50,128,156,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,35.0,12.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,,
La Galleria 33,42.3646532,-71.05545446,False,2113.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/la-galleria-33-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,327,[],italian,wVHoVfbaIPvlP1sCzOuaZg,La Galleria 33,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,,32.0,12.0,57.0,28.0,3.0,17.0,28.0,1.0,15.0,,6.0,13.0,6.0,1.0,1.0,,
Al Dente Restaurant,42.36422,-71.05536,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/al-dente-restaurant-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,954,"['delivery', 'pickup']","italian,bakeries",pOEHpNa4B6oesmr5ltiv8A,Al Dente Restaurant,"Italian,Bakeries",$11-30,$11-30,,55,64,101,317,419,Yes,Beer & Wine Only,,Yes,,,No,,,Yes,Yes,,No,,Casual,Casual,Average,,36.0,13.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,,
Ristorante Fiore,42.3635822,-71.0549324,False,2113.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/ristorante-fiore-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,554,[],"italian,wine_bars",PBt_sana68L9ZjgQzeJ7zw,Ristorante Fiore,"Italian,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street, Validated",,Yes,Yes,,Free,,,Casual,Average,,39.0,17.0,60.0,31.0,3.0,16.0,35.0,,13.0,,9.0,16.0,7.0,1.0,1.0,,
Pagliucas,42.36374283,-71.05496216,False,2113.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/pagliucas-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,285,[],italian,pW-9K9V5KQWxd-teAtcjlQ,Pagliucas,Italian,$11-30,$11-30,,54,41,51,70,70,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,,39.0,17.0,60.0,30.0,3.0,16.0,35.0,,14.0,,9.0,14.0,7.0,1.0,1.0,,
Bricco,42.36309,-71.05495,False,2113.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/bricco-boston-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,812,[],wine_bars,55PGG2U1z-q7Z694F-B-_w,Bricco,Wine Bars,Pricey,Pricey,,55,74,112,210,361,Yes,Full Bar,,,,,No,"Valet, Street",,,Yes,,Free,,,,Average,,51.0,21.0,60.0,31.0,3.0,15.0,38.0,,13.0,,10.0,17.0,8.0,2.0,1.0,,
Bistro 5,42.4213865,-71.1324138,False,2155.0,Medford,MA,$$$,4.5,https://www.yelp.com/biz/bistro-5-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,225,[],"italian,modern_european",6t1Y9dPhbGLEpGEecV9wdA,Bistro 5,"Italian,Modern European",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,,6.0,3.0,1.0,6.0,1.0,20.0,1.0,1.0,,,,7.0,,,,,1.0
Salvatore's Restaurant,42.4187248,-71.1115534,False,2155.0,Medford,MA,$$,3.0,https://www.yelp.com/biz/salvatores-restaurant-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,209,[],"italian,bars",whrxNVNwY3BLb2SYPWsX0A,Salvatore’s Restaurant,"Italian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,,15.0,5.0,2.0,17.0,1.0,15.0,4.0,5.0,7.0,,,10.0,1.0,,1.0,,
Vintage Restaurant and Lounge,42.3577,-71.05301999999999,False,2110.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/vintage-restaurant-and-lounge-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,129,['delivery'],"lounges,newamerican",mI7qw74vuPgf4LJWH3M2oA,Vintage Restaurant and Lounge,"Lounges,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Classy,Casual,Quiet,Background,60.0,60.0,60.0,25.0,5.0,21.0,55.0,1.0,15.0,2.0,13.0,22.0,8.0,2.0,,,
Finn McCool's Boston,42.356742600000004,-71.0519535,False,2110.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/finn-mccools-boston-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,20,"['delivery', 'pickup']",pubs,PAdsmCb-T8yzrLf137yCVg,Finn McCool’s Boston,Pubs,Moderate,Moderate,,0,0,0,0,0,Yes,Full Bar,,,,,No,,,,No,,,,Casual,,,,60.0,60.0,60.0,21.0,3.0,19.0,45.0,1.0,14.0,2.0,5.0,17.0,8.0,2.0,,,
Bastille Kitchen,42.349462,-71.05016090000001,False,2210.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/bastille-kitchen-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,244,[],"bars,french",tFjWlJCDpANBRAPSMc5Cew,Bastille Kitchen,"Bars,French",$31-60,$31-60,,21,25,45,73,80,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,Yes,Free,,"Trendy, Classy",Dressy,Average,Background,11.0,5.0,18.0,3.0,3.0,15.0,18.0,,6.0,1.0,4.0,3.0,2.0,1.0,,,1.0
Granary Tavern,42.3587303,-71.05259699999999,False,2109.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/granary-tavern-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,561,[],"newamerican,pubs",CWqL2TEq_V9tipCj-X-GoQ,Granary Tavern,"American (New),Pubs",$11-30,$11-30,,55,83,105,213,105,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Average,,60.0,51.0,60.0,28.0,3.0,21.0,45.0,1.0,15.0,2.0,12.0,13.0,8.0,2.0,,,
Meritage Restaurant,42.3562283,-71.0505545,False,2110.0,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/meritage-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,293,[],"newamerican,seafood,wine_bars",6H313b3O6gTULpR7fV2FsQ,Meritage Restaurant,"American (New),Seafood,Wine Bars",Above $61,Above $61,,16,34,41,73,129,Yes,Full Bar,,No,,,No,"Valet, Garage, Validated",,No,Yes,,Free,,"Romantic, Upscale",Dressy,Average,,57.0,37.0,50.0,18.0,1.0,16.0,33.0,,10.0,3.0,7.0,10.0,3.0,1.0,,,
Sportello,42.35067,-71.04845999999999,False,2210.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/sportello-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,765,"['delivery', 'pickup']",italian,a1MOjLJXAIVmYZ2cG5gKCw,Sportello,Italian,$31-60,$31-60,,30,64,118,279,275,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Trendy,Casual,Average,,15.0,8.0,24.0,4.0,1.0,14.0,18.0,,6.0,1.0,4.0,8.0,2.0,,,,
Villa Francesca,42.3634449,-71.0546418,False,2109.0,Boston,MA,$$$,3.0,https://www.yelp.com/biz/villa-francesca-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,286,['delivery'],"italian,wine_bars,seafood",vxkOVmhReRa4XYfAT1hMxA,Villa Francesca,"Italian,Wine Bars,Seafood",$31-60,$31-60,,60,46,44,71,65,Yes,Full Bar,,No,,,No,,,Yes,Yes,,No,,,Casual,Average,Background,43.0,17.0,60.0,31.0,3.0,16.0,37.0,,13.0,,10.0,16.0,7.0,2.0,1.0,,
Barking Crab,42.35344721,-71.04860042,False,2210.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/barking-crab-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1891,['delivery'],"seafood,beerbar",oz882XuZCxajKo64Opgq_Q,Barking Crab,"Seafood,Beer Bar",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,No,,Casual,Casual,Loud,,20.0,14.0,41.0,11.0,1.0,17.0,25.0,,9.0,1.0,7.0,8.0,2.0,,,,
Legal Sea Foods,42.35955304,-71.05101742,False,2109.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-38?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1142,[],"seafood,bars,salad",VDmV3tPEQqFxzqQJRJazNw,Legal Sea Foods,"Seafood,Bars,Salad",$31-60,$31-60,,101,125,197,397,323,Yes,Full Bar,,No,,,Yes,"Garage, Street, Validated",,Yes,Yes,,No,,Touristy,Casual,Average,,55.0,33.0,60.0,27.0,3.0,9.0,32.0,,8.0,1.0,6.0,13.0,8.0,1.0,,,
Vinoteca di Monica,42.3633988,-71.05433520000001,False,2109.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/vinoteca-di-monica-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,333,[],"italian,wine_bars,seafood",Hnx34LxtfW4XV0gZ18zMBg,Vinoteca di Monica,"Italian,Wine Bars,Seafood",$31-60,$31-60,,34,45,49,97,109,Yes,Full Bar,,No,,,No,"Valet, Street, Validated",,Yes,Yes,,Free,,,Casual,Average,,43.0,17.0,60.0,30.0,3.0,15.0,36.0,1.0,13.0,,9.0,16.0,7.0,2.0,1.0,,
Limoncello Ristorante,42.36333288,-71.0539075,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/limoncello-ristorante-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,568,[],"italian,wine_bars",LGNpVs8cRBllNVml8wI0Vg,Limoncello Ristorante,"Italian,Wine Bars",$11-30,$11-30,,49,40,51,151,277,Yes,Beer & Wine Only,,Yes,,,No,"Street, Validated",,Yes,Yes,,Free,,,Casual,Average,,43.0,17.0,60.0,27.0,3.0,15.0,34.0,1.0,11.0,,9.0,15.0,7.0,2.0,1.0,,
The Daily Catch,42.35414355,-71.0480838,False,2210.0,Boston,MA,$$$,3.0,https://www.yelp.com/biz/the-daily-catch-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,389,"['delivery', 'pickup']","seafood,italian,cocktailbars",cCAAA6871M0K_EHZidkKmQ,The Daily Catch,"Seafood,Italian,Cocktail Bars",$31-60,$31-60,,111,79,59,65,75,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,,No,,,Casual,Average,,21.0,15.0,38.0,9.0,1.0,16.0,24.0,,8.0,1.0,7.0,9.0,2.0,,,,
Ristorante Saraceno,42.36398,-71.05455,False,2113.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/ristorante-saraceno-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,420,[],"italian,seafood,desserts",JzW-uJwi7cGd0c_VS8wvBQ,Ristorante Saraceno,"Italian,Seafood,Desserts",$11-30,$11-30,,48,48,60,121,143,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Intimate,Casual,Average,,33.0,12.0,60.0,29.0,3.0,16.0,31.0,1.0,14.0,,9.0,13.0,7.0,1.0,1.0,,
Carmelina's,42.36388,-71.05415,False,2113.0,Boston,MA,$$,4.5,https://www.yelp.com/biz/carmelinas-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1223,['restaurant_reservation'],italian,kP1b-7BO_VhWk_0tvuA_tw,Carmelina’s,Italian,$11-30,$11-30,,37,52,106,266,767,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,,30.0,12.0,60.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,13.0,7.0,1.0,1.0,,
The Daily Catch,42.364059999999995,-71.05396999999999,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/the-daily-catch-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1451,[],"italian,seafood,coffee",uXOVFQraz1va1TrtgiqYTg,The Daily Catch,"Italian,Seafood,Coffee & Tea",$11-30,$11-30,,103,90,156,422,680,No,Beer & Wine Only,,No,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,,30.0,12.0,58.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,12.0,7.0,1.0,1.0,,
The Reef,42.3597711,-71.0507385,False,2110.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/the-reef-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,26,[],"bars,tradamerican",Pm-PU6CldkzBm4ci4r66LQ,The Reef,"Bars,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,,,Yes,No,,No,,,Casual,Average,,52.0,30.0,59.0,24.0,3.0,8.0,32.0,,9.0,1.0,7.0,15.0,8.0,1.0,,,
Artu,42.3641,-71.05374,False,2113.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/artu-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,331,"['delivery', 'pickup']","italian,diners,wine_bars",m5jCNOs6QG75lkzLhMMryA,Artu,"Italian,Diners,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,,Free,,,,Average,,28.0,12.0,56.0,26.0,3.0,14.0,27.0,1.0,10.0,,9.0,11.0,7.0,1.0,1.0,,
Mamma Maria,42.364081,-71.053303,False,2113.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/mamma-maria-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,554,[],italian,uBXOc3uxpCSmd22P6LOeew,Mamma Maria,Italian,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,No,Yes,,No,,Classy,Dressy,Average,,27.0,12.0,55.0,23.0,3.0,12.0,24.0,1.0,10.0,,6.0,11.0,7.0,2.0,1.0,,
North Street Grille,42.36339879,-71.05255628,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/north-street-grille-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,750,[],"breakfast_brunch,newamerican",M0Z57IL0dlzpU6QCez0wGA,North Street Grille,"Breakfast & Brunch,American (New)",$11-30,$11-30,,48,48,83,229,343,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,35.0,12.0,60.0,23.0,3.0,12.0,26.0,1.0,10.0,,9.0,12.0,7.0,2.0,1.0,,
Panza,42.364669899999996,-71.05382,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/panza-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1161,[],"italian,wine_bars,salad",T4nEmSQNeTKnNgcHpnvH0A,Panza,"Italian,Wine Bars,Salad",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,23.0,9.0,48.0,27.0,3.0,13.0,22.0,1.0,9.0,,6.0,11.0,5.0,1.0,1.0,,
Chart House,42.36016583,-71.0494595,False,2110.0,Boston,MA,$$$,3.0,https://www.yelp.com/biz/chart-house-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,572,"['delivery', 'pickup']","seafood,steak,venues",OFHWBXs5-UyEYf0-MrFDUw,Chart House,"Seafood,Steakhouses,Venues & Event Spaces",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Valet,,Yes,Yes,,Free,,,Casual,Average,,25.0,8.0,49.0,16.0,2.0,8.0,22.0,,6.0,1.0,4.0,11.0,8.0,1.0,,,
Giacomo's Ristorante,42.36458,-71.05344000000001,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/giacomos-ristorante-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3090,[],"italian,wine_bars,seafood",2u_w3rthRzR2uEihW5BC4A,Giacomo’s Ristorante,"Italian,Wine Bars,Seafood",$11-30,$11-30,,0,0,0,0,0,No,Beer & Wine Only,,No,,,No,Street,,Yes,No,No,No,,Casual,Casual,Loud,,21.0,9.0,47.0,23.0,3.0,12.0,20.0,1.0,9.0,,6.0,11.0,6.0,1.0,1.0,,
Joe's American Bar & Grill,42.3623159,-71.05085940000001,False,2110.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/joes-american-bar-and-grill-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,464,[],"burgers,tradamerican,cocktailbars",SvMVqEWYJXPOr6vJlRYnrg,Joe’s American Bar & Grill,"Burgers,American (Traditional),Cocktail Bars",$11-30,$11-30,,91,93,98,102,81,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,,31.0,8.0,57.0,21.0,3.0,8.0,23.0,,7.0,1.0,6.0,11.0,6.0,1.0,,,
Cantina Italiana,42.36504,-71.05347990000001,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/cantina-italiana-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,439,[],italian,ZZoP396jgh6zK7PdZbHfPg,Cantina Italiana,Italian,$11-30,$11-30,,27,39,63,120,193,Yes,Beer & Wine Only,,No,,,No,"Valet, Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,,20.0,9.0,36.0,22.0,2.0,11.0,18.0,1.0,9.0,,6.0,11.0,2.0,1.0,1.0,,
Strega,42.3650488,-71.05317420000002,False,2113.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/strega-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,455,[],italian,boK3cyDPLmwNUV97doMCNA,Strega,Italian,$31-60,$31-60,,52,67,82,125,129,Yes,Beer & Wine Only,,Yes,,,No,"Valet, Garage, Street",,Yes,Yes,,Free,,,Casual,Average,,19.0,7.0,35.0,22.0,2.0,10.0,18.0,1.0,9.0,,6.0,11.0,2.0,1.0,,,
La Summa,42.36468,-71.05255,False,2113.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/la-summa-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,298,[],"italian,desserts,salad",paMwLc8H3QUaGTkBteUT9g,La Summa,"Italian,Desserts,Salad",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Quiet,,19.0,6.0,33.0,22.0,3.0,7.0,15.0,1.0,9.0,,6.0,11.0,4.0,,,,
Strega Waterfront,42.353215999999996,-71.045152,False,2210.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/strega-waterfront-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,505,[],italian,4jkGZhbMPUg3Talazishtg,Strega Waterfront,Italian,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Street",,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,,14.0,7.0,17.0,4.0,1.0,10.0,19.0,,5.0,1.0,5.0,7.0,2.0,,,,
MJ O'Connor's,42.34642,-71.04266,False,2210.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/mj-o-connors-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,192,[],"tradamerican,cocktailbars",3IRA159ZbwTAEL3WqcZZiA,MJ O’Connor’s,"American (Traditional),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,,12.0,4.0,14.0,1.0,,15.0,5.0,,2.0,,,5.0,,,,,
Legal Test Kitchen,42.348585,-71.039075,False,2210.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/legal-test-kitchen-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,738,[],"newamerican,seafood,cocktailbars",UYEP_G4fYVxasowdgd5Icg,Legal Test Kitchen,"American (New),Seafood,Cocktail Bars",$11-30,$11-30,,78,122,166,223,149,Yes,Full Bar,,No,,No,Yes,"Garage, Street, Validated",,Yes,Yes,,No,,Trendy,Casual,Average,,15.0,4.0,16.0,1.0,,17.0,6.0,,2.0,,,4.0,,,,,
75 on Liberty Wharf,42.34910511,-71.03889484,False,2210.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/75-on-liberty-wharf-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,220,[],"newamerican,desserts,breakfast_brunch",25sny_QPRSFNxCPqu1oRqw,75 on Liberty Wharf,"American (New),Desserts,Breakfast & Brunch",$11-30,$11-30,,36,43,40,59,41,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,,Casual,Average,,15.0,4.0,16.0,1.0,,14.0,6.0,,2.0,,,3.0,,,,,
Del Frisco's Double Eagle Steakhouse,42.34890887,-71.03849452,False,2210.0,Boston,MA,$$$$,3.5,https://www.yelp.com/biz/del-friscos-double-eagle-steakhouse-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,859,[],"seafood,steak,tradamerican",T1wflZohQRZVb9SKQapfFA,Del Frisco’s Double Eagle Steakhouse,"Seafood,Steakhouses,American (Traditional)",Above $61,Above $61,,94,121,134,198,313,Yes,Full Bar,,No,,,Yes,Valet,,No,Yes,,No,,Upscale,Dressy,Average,,15.0,4.0,15.0,1.0,,16.0,5.0,,2.0,,,3.0,,,,,
No Name Restaurant,42.3502037,-71.03845820000001,False,2210.0,South Boston,MA,$$,2.5,https://www.yelp.com/biz/no-name-restaurant-south-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,894,[],seafood,REmBxSRBi_FDgwsTnjl3hA,No Name Restaurant,Seafood,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Street, Private Lot, Validated",,No,Yes,,No,,,Casual,Average,,13.0,3.0,13.0,1.0,,9.0,6.0,,1.0,,2.0,2.0,,,,,
