name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
Pasta Roma,34.0256979,-118.27760659999998,False,90007.0,Los Angeles,CA,$,3.5,https://www.yelp.com/biz/pasta-roma-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,377,"['delivery', 'pickup']","italian,pizza,sandwiches",qIwISTsz_2DXVqEfuTDYng,Pasta Roma,"Italian,Pizza,Sandwiches",Under $10,Under $10,"
                                A
                            ",52,44,78,106,97,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,No,,No,,Casual,,Average,,11.0,2.0,5.0,4.0,1.0,16.0,8.0,3.0,1.0,,,20.0,1.0,,1.0,,
Grub,34.08755,-118.33333,False,90038.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/grub-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1798,"['delivery', 'pickup']","newamerican,breakfast_brunch,sandwiches",hwzXnZuNa6yo32swVVhtaw,Grub,"American (New),Breakfast & Brunch,Sandwiches",$11-30,$11-30,"
                                A
                            ",72,154,273,674,625,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,,Average,,6.0,,3.0,4.0,1.0,8.0,2.0,2.0,3.0,2.0,,9.0,,,,,
Arunee Restaurant,34.075946,-118.286514,False,90004.0,Los Angeles,CA,$,3.0,https://www.yelp.com/biz/arunee-restaurant-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,92,"['delivery', 'pickup']","thai,seafood,noodles",qugjSzZQDW62MEgTJbD3bg,Arunee Restaurant,"Thai,Seafood,Noodles",Under $10,Under $10,"
                                A
                            ",24,14,5,15,34,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,,5.0,2.0,1.0,3.0,,21.0,1.0,5.0,2.0,,1.0,10.0,2.0,,,,
Dirt Dog,34.02829238,-118.2752082,False,90007.0,Los Angeles,CA,$,4.5,https://www.yelp.com/biz/dirt-dog-los-angeles-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1417,['pickup'],"hotdog,beerbar",0z23Jk7U_MpvtqKINPL2fA,Dirt Dog,"Hot Dogs,Beer Bar",Under $10,Under $10,"
                                A
                            ",21,39,100,330,938,Yes,Beer & Wine Only,,Yes,,No,No,"Street, Private Lot",,Yes,No,Yes,No,,"Casual, Trendy",,Average,,8.0,1.0,4.0,8.0,3.0,20.0,8.0,3.0,,,,20.0,1.0,,1.0,,
Blu Jam Caf√©,34.08371444,-118.35057140000002,False,90046.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/blu-jam-caf%C3%A9-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,4461,[],"newamerican,breakfast_brunch,cafes",ki5SNb4Lli6uOklz6BXXGw,Blu Jam Café,"American (New),Breakfast & Brunch,Cafes",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,No,No,Yes,Free,,Casual,Casual,Average,,12.0,,12.0,23.0,1.0,7.0,9.0,,6.0,,1.0,7.0,,,,,
Rao's - Los Angeles,34.089188899999996,-118.3329895,False,90038.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/raos-los-angeles-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,363,[],italian,7e9oi3zq_6pP_LU9YPEXLg,Rao’s - Los Angeles,Italian,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,No,Yes,,No,,,Dressy,Average,,8.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,1.0,11.0,1.0,,,,
The Village Idiot,34.08372821,-118.35099609999999,False,90046.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/the-village-idiot-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1164,[],"newamerican,pubs",bL8ypAeHQR1VOZLFgmSR7g,The Village Idiot,"American (New),Pubs",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,,12.0,,12.0,24.0,1.0,7.0,8.0,,6.0,,1.0,7.0,,,,,
Ta-eem Grill,34.083487899999994,-118.3518564,False,90046.0,Los Angeles,CA,$$,4.5,https://www.yelp.com/biz/ta-eem-grill-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,993,"['delivery', 'pickup']","mediterranean,kosher",1k6hSTQO9E4iSzwyx8yTUw,Ta-eem Grill,"Mediterranean,Kosher",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,,12.0,,11.0,25.0,1.0,8.0,7.0,,6.0,,1.0,8.0,,,,,
Little Next Door,34.07206,-118.36735,False,90048.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/little-next-door-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1739,"['delivery', 'pickup']","french,newamerican,modern_european",83nE-wxvQkKPWeeXS0_hWA,Little Next Door,"French,American (New),Modern European",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,6.0,1.0,8.0,51.0,1.0,6.0,11.0,1.0,7.0,,,1.0,2.0,,1.0,,
Plan Check Fairfax,34.07764,-118.36176999999999,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/plan-check-fairfax-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,935,"['delivery', 'pickup']","bars,tradamerican",HVVhxc2uqMhNDPVK2SB5cg,Plan Check Fairfax,"Bars,American (Traditional)",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,"Hipster, Casual",Casual,Average,,16.0,4.0,10.0,18.0,2.0,10.0,6.0,2.0,7.0,3.0,1.0,8.0,2.0,,1.0,,
Jon & Vinny's,34.0786401,-118.3613451,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/jon-and-vinnys-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1177,[],italian,sPw1o5OYWE5C2JtbTXp5wg,Jon & Vinny’s,Italian,$11-30,$11-30,"
                                A
                            ",127,118,147,268,521,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Loud,,13.0,3.0,8.0,17.0,2.0,9.0,6.0,2.0,6.0,3.0,1.0,8.0,1.0,,1.0,,
Brunello Trattoria,34.03203,-118.37636,False,90232.0,Culver City,CA,$$,4.0,https://www.yelp.com/biz/brunello-trattoria-culver-city?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,541,"['delivery', 'pickup']","italian,pizza,bars",RLMdyA9I8LzSV7OShN0mzA,Brunello Trattoria,"Italian,Pizza,Bars",$11-30,$11-30,"
                                A
                            ",29,50,79,162,221,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,,4.0,,2.0,3.0,,9.0,4.0,2.0,1.0,,,9.0,1.0,,,,
Animal,34.079289,-118.361585,False,90036.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/animal-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3203,[],"newamerican,breakfast_brunch,wine_bars",BAnC30_CaFiBOd6Fv9KgBg,Animal,"American (New),Breakfast & Brunch,Wine Bars",$31-60,$31-60,"
                                A
                            ",98,199,432,1016,1459,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Loud,,14.0,4.0,7.0,17.0,2.0,8.0,8.0,2.0,6.0,2.0,1.0,6.0,1.0,,1.0,,
Sweet Chick,34.0796,-118.36113999999999,False,90036.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/sweet-chick-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,579,"['restaurant_reservation', 'delivery', 'pickup']","southern,newamerican,breakfast_brunch",vW1v050Lf2M2719K1D10PQ,Sweet Chick,"Southern,American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Street",,Yes,Yes,Yes,No,,"Hipster, Casual, Trendy",Casual,Loud,,14.0,4.0,8.0,19.0,2.0,10.0,8.0,4.0,9.0,2.0,1.0,6.0,1.0,,1.0,,
Prospect Gourmand,34.0633975,-118.3759994,False,90211.0,Beverly Hills,CA,$$,4.5,https://www.yelp.com/biz/prospect-gourmand-beverly-hills?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,574,"['restaurant_reservation', 'delivery', 'pickup']","breakfast_brunch,newamerican,wine_bars",ieKcxY-IptaHIwxxAq5cMA,Prospect Gourmand,"Breakfast & Brunch,American (New),Wine Bars",$11-30,$11-30,"
                                A
                            ",15,30,41,96,395,Yes,Beer & Wine Only,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,11.0,5.0,3.0,53.0,4.0,14.0,7.0,6.0,9.0,2.0,1.0,13.0,1.0,,,,
Crown of India,34.09097,-118.3376,False,90038.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/crown-of-india-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,594,"['delivery', 'pickup']","indpak,seafood",1QIE6_5eJzBIctAdkb0IBw,Crown of India,"Indian,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,No,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Quiet,,12.0,1.0,5.0,6.0,1.0,11.0,4.0,5.0,2.0,1.0,,9.0,1.0,,1.0,,
Mama's Secret,34.07247,-118.37063,False,90048.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/mamas-secret-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,358,"['delivery', 'pickup']","coffee,mediterranean,turkish",OestbrR_2eZF82E-1BblpQ,Mama’s Secret,"Coffee & Tea,Mediterranean,Turkish",$11-30,$11-30,"
                                A
                            ",89,34,32,60,144,Yes,No,,Yes,,,Yes,"Garage, Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,,6.0,,10.0,55.0,1.0,10.0,13.0,,15.0,,,4.0,3.0,,1.0,,
El Caserio,34.077774100000006,-118.2803541,False,90026.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/el-caserio-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,583,['restaurant_reservation'],"latin,italian,diners",ks1cFOtpTyBZCMnGmPNxzw,El Caserio,"Latin American,Italian,Diners",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Romantic,,Average,,2.0,,,1.0,,14.0,2.0,1.0,,,,7.0,,,,,
Pacific Dining Car,34.0553,-118.26596,False,90017.0,Los Angeles,CA,$$$$,3.5,https://www.yelp.com/biz/pacific-dining-car-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1093,"['delivery', 'pickup']","steak,tradamerican",N70oKt4U4XKDWDQbizDw_Q,Pacific Dining Car,"Steakhouses,American (Traditional)",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,Yes,Yes,,No,,Classy,Casual,Quiet,,16.0,3.0,4.0,14.0,1.0,30.0,11.0,2.0,1.0,1.0,2.0,20.0,3.0,,1.0,,
Kabob By Faraj Restaurant & Meat Market,34.0540991,-118.3809107,False,90035.0,Los Angeles,CA,$$,4.5,https://www.yelp.com/biz/kabob-by-faraj-restaurant-and-meat-market-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,201,['pickup'],"kosher,persian",v5_dNxHg1F5Y-h_nSeLVow,Kabob By Faraj Restaurant & Kosher Meat Market,"Kosher,Persian/Iranian,Kebab",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,Yes,"Garage, Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,,20.0,4.0,4.0,22.0,2.0,12.0,5.0,2.0,4.0,,,21.0,,,1.0,,
Pita On Vine,34.0941,-118.32733999999999,False,90038.0,Los Angeles,CA,$,4.0,https://www.yelp.com/biz/pita-on-vine-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,202,"['delivery', 'pickup']","mediterranean,lebanese",p1jnyfAbRUeUyThBDP-isg,Pita On Vine,"Mediterranean,Lebanese",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,,,Free,,Casual,Casual,Average,,10.0,3.0,18.0,31.0,1.0,25.0,14.0,1.0,9.0,3.0,4.0,17.0,5.0,,,1.0,
Trattoria Natalie,34.0544607,-118.3812594,False,90035.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/trattoria-natalie-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,127,"['delivery', 'pickup']","italian,kosher,vegetarian",UfHEi9utdQHXhAYfg2x4iA,Trattoria Natalie,"Italian,Kosher,Vegetarian",$11-30,$11-30,"
                                A
                            ",25,13,11,17,61,Yes,Beer & Wine Only,,Yes,,Yes,No,"Valet, Street, Private Lot",,Yes,Yes,Yes,Free,,,Casual,Average,,16.0,2.0,4.0,26.0,2.0,12.0,5.0,2.0,4.0,,,22.0,,,2.0,,
LA Paella,34.06941,-118.3748,False,90045.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/la-paella-los-angeles-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,577,"['delivery', 'pickup']","spanish,tapas,wine_bars",hqR-2X38R1Xl-8Jh_G3WNQ,LA Paella,"Spanish,Tapas Bars,Wine Bars",$31-60,$31-60,"
                                A
                            ",25,30,75,171,276,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,,8.0,1.0,16.0,39.0,,17.0,8.0,2.0,10.0,,1.0,3.0,3.0,,1.0,,
The Stinking Rose,34.06642,-118.37659,False,90211.0,Beverly Hills,CA,$$,4.0,https://www.yelp.com/biz/the-stinking-rose-beverly-hills-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3873,['delivery'],"italian,newamerican,steak",fqcag0RhI-0j1tiGWjq7rg,The Stinking Rose,"Italian,American (New),Steakhouses",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,Yes,Yes,Yes,No,,Casual,Casual,Average,,11.0,5.0,9.0,60.0,4.0,15.0,6.0,4.0,13.0,5.0,1.0,14.0,,,,,
"Lawry's The Prime Rib, Beverly Hills",34.06783442,-118.376046,False,90211.0,Beverly Hills,CA,$$$,4.0,https://www.yelp.com/biz/lawrys-the-prime-rib-beverly-hills-beverly-hills?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3464,[],"steak,tradamerican",q-EW9VbGiCgxDsMtBRF3LA,"Lawry’s The Prime Rib, Beverly Hills","Steakhouses,American (Traditional)",$31-60,$31-60,"
                                A
                            ",152,185,382,1020,1725,Yes,Full Bar,,Yes,,No,No,Valet,,Yes,Yes,,No,,Classy,Dressy,Average,,10.0,5.0,11.0,60.0,2.0,16.0,4.0,3.0,12.0,5.0,1.0,10.0,1.0,,1.0,,
Bao Dim Sum House,34.07577,-118.36981999999999,False,90048.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/bao-dim-sum-house-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2293,"['restaurant_reservation', 'delivery', 'pickup']","dimsum,bars,tapasmallplates",kdTFcDSl9vAR-btEm1Q2uw,Bao Dim Sum House,"Dim Sum,Bars,Tapas/Small Plates",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,,5.0,,8.0,46.0,1.0,10.0,8.0,,13.0,,,3.0,1.0,,1.0,,
Sangak Grill,34.054275700000005,-118.3817291,False,90035.0,Los Angeles,CA,$$,4.5,https://www.yelp.com/biz/sangak-grill-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,209,"['delivery', 'pickup']",persian,lfYdD9jphx3J5WxsGPNnHw,Sangak Grill,Persian/Iranian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,Yes,No,Yes,No,,Casual,Casual,Average,,16.0,2.0,4.0,26.0,2.0,12.0,6.0,2.0,4.0,,,22.0,,,2.0,,
The Ponte,34.0762049,-118.36968,False,90048.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/the-ponte-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,255,[],"italian,wine_bars,breakfast_brunch",y0xy_TqE6Yvx2TYb_V4_-w,The Ponte,"Italian,Wine Bars,Breakfast & Brunch",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,"Trendy, Classy, Upscale",Casual,Average,,5.0,,7.0,43.0,1.0,10.0,6.0,,11.0,,,3.0,1.0,,1.0,,
Haifa Restaurant,34.0546999,-118.38197,False,90035.0,Los Angeles,CA,$$,4.0,https://www.yelp.com/biz/haifa-restaurant-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,150,"['delivery', 'pickup']","mideastern,kosher,mediterranean",blSFX8K7SGK5O--4xylJDQ,Haifa Restaurant,"Middle Eastern,Kosher,Mediterranean",$11-30,$11-30,"
                                B
                            ",14,7,17,35,78,Yes,No,,Yes,,No,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,,13.0,1.0,4.0,26.0,2.0,12.0,6.0,1.0,5.0,,,23.0,,,2.0,,
berri's,34.072995,-118.37375,False,90048.0,Los Angeles,CA,$$,3.0,https://www.yelp.com/biz/berris-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,716,"['delivery', 'pickup']","pizza,italian",LSCreFj572ZGZ7I0v2s9kA,berri’s,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",229,77,92,156,162,Yes,No,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Trendy,Casual,Average,,16.0,1.0,14.0,55.0,1.0,22.0,15.0,1.0,22.0,,1.0,7.0,9.0,,3.0,,
The Hart and the Hunter,34.08364245,-118.362873,False,90046.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/the-hart-and-the-hunter-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,758,[],"newamerican,breakfast_brunch,southern",mnLDurBzc6OeiyftX3um-A,The Hart and the Hunter,"American (New),Breakfast & Brunch,Southern",$11-30,$11-30,"
                                A
                            ",50,92,127,252,237,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Hipster,Casual,Average,,3.0,1.0,6.0,27.0,,11.0,13.0,3.0,9.0,2.0,1.0,10.0,3.0,,1.0,,
Genghis Cohen,34.0845188,-118.36124509999999,False,90046.0,Los Angeles,CA,$$,3.5,https://www.yelp.com/biz/genghis-cohen-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,444,"['pickup', 'delivery']","musicvenues,chinese,bars",yZeD7zryb6cczRLCromLFA,Genghis Cohen,"Music Venues,Chinese,Bars",$11-30,$11-30,"
                                A
                            ",65,40,71,123,145,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,Live,3.0,1.0,5.0,25.0,,11.0,10.0,3.0,9.0,2.0,1.0,11.0,2.0,,1.0,,
n10 restaurant,34.0729,-118.37455,False,90048.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/n10-restaurant-los-angeles?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,111,[],"italian,desserts,pizza",MKzpvCubZUrS3WKa9NIgdQ,n10 restaurant,"Italian,Desserts,Pizza",$31-60,$31-60,"
                                A
                            ",15,11,8,13,64,Yes,Full Bar,,,,,Yes,Street,,No,Yes,,Free,,"Trendy, Intimate, Classy",Casual,Average,,16.0,1.0,15.0,47.0,1.0,24.0,15.0,1.0,20.0,,1.0,9.0,9.0,,3.0,,
Tres By Jos√© Andr√©s,34.069669,-118.37652209999999,False,90048.0,Los Angeles,CA,$$$,4.0,https://www.yelp.com/biz/tres-by-jos%C3%A9-andr%C3%A9s-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,396,[],"breakfast_brunch,newamerican",BGNa99axqMXvCM5bFEJbig,Tres By José Andrés,"Breakfast & Brunch,American (New)",$31-60,$31-60,,25,38,62,124,147,Yes,Full Bar,,No,,,No,Valet,,No,Yes,,Free,,Upscale,Dressy,Quiet,,11.0,2.0,16.0,22.0,,18.0,8.0,2.0,9.0,1.0,1.0,6.0,3.0,,1.0,,
Bru's Wiffle And More,34.06626,-118.37916000000001,False,90211.0,Beverly Hills,CA,$$,4.0,https://www.yelp.com/biz/brus-wiffle-and-more-beverly-hills?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,496,"['pickup', 'delivery']","newamerican,breakfast_brunch",Gq0u5R0vQ6gtcxCa-IGSig,Bru’s Wiffle And More,"American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",48,45,51,98,254,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,Casual,Casual,Average,,14.0,5.0,9.0,48.0,1.0,11.0,5.0,2.0,12.0,5.0,1.0,10.0,,,,,
Carlitos Gardel Argentine Steakhouse,34.0839249,-118.36307990000002,False,90046.0,Los Angeles,CA,$$$,4.5,https://www.yelp.com/biz/carlitos-gardel-argentine-steakhouse-los-angeles-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,870,[],"argentine,steak",h9PSJ18gQ4kos8A0XAGlng,Carlitos Gardel Argentine Steakhouse,"Argentine,Steakhouses",$31-60,$31-60,"
                                A
                            ",18,43,73,175,561,Yes,Beer & Wine Only,,No,,,No,"Valet, Street",,Yes,Yes,,No,,Romantic,Dressy,Average,,3.0,1.0,5.0,27.0,,10.0,13.0,3.0,10.0,2.0,1.0,10.0,2.0,,1.0,,
